"HHID","h17q1","h17q2","h17q3","h17q4","h17q5","h17q6","h17q7","h17q8","h17q9","wgt_X"
"H35004-04-01","P35004-001",1,1,1,3,2,12,9,2,707.40234375
"H35005-04-01","P35005-002",1,2,1,3,2,96,96,2,707.40234375
"H35006-04-01","P35006-001",1,1,1,3,2,12,2,2,707.40234375
"H35007-04-01","P35007-001",1,1,1,3,2,2,12,2,707.40234375
"H35008-04-01","P35008-001",1,2,2,2,2,4,4,2,707.40234375
"H35009-04-01","P35009-002",1,2,2,3,2,4,4,2,707.40234375
"H35010-04-01","P35010-001",1,1,2,3,2,12,96,2,707.40234375
"H35101-04-01","P35101-002",1,2,1,2,1,2,11,1,2409.94018554688
"H35102-04-01","P35102-001",1,1,1,1,2,96,12,2,2409.94018554688
"H35103-04-01","P35103-002",1,2,1,2,2,2,2,1,2409.94018554688
"H35104-04-01","P35104-001",1,2,1,2,1,7,11,1,2409.94018554688
"H35105-04-02","P35105-001",1,1,2,2,2,12,12,2,2409.94018554688
"H35106-04-01","P35106-001",1,2,2,2,2,4,4,1,2409.94018554688
"H35107-04-01","P35107-001",1,3,1,2,1,12,12,2,2409.94018554688
"H35108-04-01","P35108-001",1,2,1,3,1,2,1,2,2409.94018554688
"H35109-04-01","P35109-002",1,2,1,3,2,2,1,2,2409.94018554688
"H35110-04-01","P35110-001",1,1,1,4,2,2,12,2,2409.94018554688
"H35201-04-01","P35201-001",1,1,1,3,2,96,4,2,2257.27416992188
"H35202-04-01","P35202-001",1,1,1,2,4,12,12,2,2257.27416992188
"H35203-04-01","P35203-001",1,2,1,3,2,12,4,2,2257.27416992188
"H35204-04-01","P35204-001",1,2,2,2,2,11,1,1,2257.27416992188
"H35205-04-01","P35205-001",1,1,1,3,2,12,4,2,2257.27416992188
"H35206-04-01","P35206-001",1,2,1,3,2,2,2,2,2257.27416992188
"H35207-04-01","P35207-002",1,1,1,3,2,12,12,2,2257.27416992188
"H35208-04-01","P35208-001",1,1,1,3,2,12,11,2,2257.27416992188
"H35210-04-01","P35210-002",1,1,1,3,2,2,2,2,2257.27416992188
"H35301-04-01","P35301-003",1,1,1,3,2,4,12,2,1059.9375
"H35302-04-01","P35302-002",1,1,1,2,2,12,4,1,1059.9375
"H35303-04-01","P35303-001",1,1,1,2,2,11,4,2,1059.9375
"H35304-04-01","P35304-002",1,2,1,2,2,12,4,2,1059.9375
"H35305-04-01","P35305-002",1,3,1,2,2,12,12,2,1059.9375
"H35306-04-01","P35306-006",1,1,2,3,2,12,12,1,1059.9375
"H35307-04-01","P35307-001",1,1,1,2,1,4,4,1,1059.9375
"H35308-04-01","P35308-001",1,2,1,3,2,12,7,1,1059.9375
"H35309-04-01","P35309-002",1,2,1,4,1,12,2,2,1059.9375
"H35310-04-01","P35310-002",1,1,1,3,5,2,7,2,1059.9375
"H35401-04-01","P35401-001",1,1,1,2,5,12,12,2,733.614135742188
"H35402-04-01","P35402-001",1,1,1,3,4,12,12,2,733.614135742188
"H35403-04-01","P35403-001",1,1,1,2,2,7,1,2,733.614135742188
"H35404-04-01","P35404-001",1,1,1,3,5,12,4,2,733.614135742188
"H35405-04-01","P35405-002",1,1,1,2,1,1,3,1,733.614135742188
"H35406-04-01","P35406-001",1,2,1,3,1,96,11,1,733.614135742188
"H35407-04-01","P35407-002",1,2,2,3,5,2,1,2,733.614135742188
"H35408-04-01","P35408-001",1,1,1,3,2,8,12,1,733.614135742188
"H35409-04-01","P35409-001",1,2,1,2,2,7,3,2,733.614135742188
"H35410-04-01","P35410-001",1,1,1,3,5,1,1,2,733.614135742188
"H35501-04-01","P35501-001",1,1,1,2,2,12,12,2,5974.580078125
"H35502-04-01","P35502-001",1,2,1,3,2,1,3,2,5974.580078125
"H35503-04-01","P35503-001",1,3,1,3,5,12,12,2,5974.580078125
"H35504-04-01","P35504-001",1,2,1,2,2,12,96,1,5974.580078125
"H35505-04-01","P35505-001",1,2,2,3,2,12,3,2,5974.580078125
"H35506-04-01","P35506-002",1,2,2,2,2,4,4,2,5974.580078125
"H35507-04-01","P35507-001",1,1,1,3,2,12,2,2,5974.580078125
"H35508-04-01","P35508-001",1,2,2,1,2,4,4,2,5974.580078125
"H35509-04-02","P35509-001",1,2,1,2,2,4,4,2,5974.580078125
"H35510-04-01","P35510-002",1,2,2,2,1,12,12,1,5974.580078125
"H35601-04-01","P35601-001",2,2,2,1,2,11,11,1,2553.11254882813
"H35602-04-01","P35602-001",1,1,1,3,2,2,2,2,2553.11254882813
"H35603-04-01","P35603-002",1,2,1,2,2,6,6,2,2553.11254882813
"H35604-04-01","P35604-001",1,2,1,1,2,2,12,1,2553.11254882813
"H35605-04-01","P35605-002",1,1,1,3,2,12,4,2,2553.11254882813
"H35606-04-01","P35606-001",1,1,1,2,2,12,1,2,2553.11254882813
"H35607-04-01","P35607-001",1,1,1,2,2,12,12,2,2553.11254882813
"H35608-04-01","P35608-001",1,1,2,2,2,12,12,2,2553.11254882813
"H35609-04-01","P35609-001",1,2,2,2,2,12,12,2,2553.11254882813
"H35610-04-01","P35610-001",1,1,1,3,2,1,12,2,2553.11254882813
"H35701-04-01","P35701-001",1,2,2,2,2,4,12,1,4125.23486328125
"H35702-04-01","P35702-001",1,1,1,3,2,4,4,2,4125.23486328125
"H35703-04-01","P35703-001",1,1,1,3,2,2,2,2,4125.23486328125
"H35704-04-01","P35704-003",1,2,2,1,2,4,3,1,4125.23486328125
"H35705-04-01","P35705-001",1,3,1,2,2,12,12,1,4125.23486328125
"H35706-04-01","P35706-001",1,1,1,2,2,1,12,2,4125.23486328125
"H35707-04-01","P35707-001",1,1,1,3,2,12,11,2,4125.23486328125
"H35708-04-01","P35708-001",1,1,1,2,2,12,4,2,4125.23486328125
"H35709-04-01","P35709-003",1,2,1,3,2,4,4,2,4125.23486328125
"H35710-04-01","P35710-002",1,2,2,3,2,4,4,2,4125.23486328125
"H35801-04-01","P35801-001",1,1,1,3,1,7,12,1,3136.74340820313
"H35802-04-01","P35802-001",1,1,1,2,4,12,12,2,3136.74340820313
"H35803-04-01","P35803-001",1,1,2,2,2,96,12,1,3136.74340820313
"H35804-04-01","P35804-001",1,2,1,2,2,12,12,1,3136.74340820313
"H35805-04-01","P35805-003",1,1,2,2,2,12,4,1,3136.74340820313
"H35806-04-01","P35806-001",1,2,2,1,2,11,12,1,3136.74340820313
"H35807-04-01","P35807-002",1,2,2,2,2,5,5,1,3136.74340820313
"H35808-04-01","P35808-001",1,2,2,2,2,12,3,2,3136.74340820313
"H35809-04-01","P35809-001",1,3,1,2,2,12,12,1,3136.74340820313
"H35810-04-01","P35810-002",1,1,1,2,2,12,12,2,3136.74340820313
"H35901-04-01","P35901-002",1,2,1,3,2,4,11,2,2865.50756835938
"H35902-04-01","P35902-006",1,1,1,3,2,4,96,2,2865.50756835938
"H35903-04-01","P35903-001",2,2,2,2,2,12,11,1,2865.50756835938
"H35904-04-01","P35904-001",1,1,1,3,2,4,12,1,2865.50756835938
"H35905-04-01","P35905-002",1,1,1,3,2,12,4,2,2865.50756835938
"H35906-04-01","P35906-001",1,2,2,2,2,3,3,2,2865.50756835938
"H35907-04-01","P35907-001",1,2,1,2,2,12,5,1,2865.50756835938
"H35908-04-01","P35908-002",1,3,1,2,2,12,12,1,2865.50756835938
"H35909-04-01","P35909-001",1,3,1,2,2,12,12,2,2865.50756835938
"H35910-04-01","P35910-002",1,1,1,3,2,12,12,2,2865.50756835938
"H36001-04-01","P36001-001",1,2,2,2,2,6,6,2,3345.0654296875
"H36002-04-01","P36002-001",1,2,2,2,1,11,11,1,3345.0654296875
"H36003-04-01","P36003-001",1,3,2,2,2,12,12,1,3345.0654296875
"H36004-04-01","P36004-001",1,2,2,2,2,5,11,1,3345.0654296875
"H36005-04-01","P36005-002",1,2,1,2,1,11,11,1,3345.0654296875
"H36006-04-01","P36006-001",1,2,2,2,2,9,9,1,3345.0654296875
"H36007-04-01","P36007-001",1,2,2,3,1,9,9,1,3345.0654296875
"H36008-04-01","P36008-001",1,2,1,3,1,12,12,2,3345.0654296875
"H36009-04-01","P36009-002",1,2,1,3,2,4,4,2,3345.0654296875
"H36010-04-01","P36010-002",1,2,1,3,2,11,11,2,3345.0654296875
"H36101-04-01","P36101-002",1,3,1,3,2,12,12,2,1788.31005859375
"H36102-04-01","P36102-002",1,1,1,3,2,12,4,2,1788.31005859375
"H36104-04-01","P36104-002",1,1,1,3,1,12,12,2,1788.31005859375
"H36105-04-01","P36105-002",1,1,1,3,2,12,4,2,1788.31005859375
"H36106-04-01","P36106-001",1,2,2,3,2,11,4,2,1788.31005859375
"H36107-04-01","P36107-002",1,3,1,2,2,12,12,2,1788.31005859375
"H36108-04-01","P36108-002",1,2,1,3,2,4,4,2,1788.31005859375
"H36109-04-01","P36109-002",1,2,2,3,2,4,12,2,1788.31005859375
"H36110-04-01","P36110-001",1,2,1,3,1,96,4,2,1788.31005859375
"H36201-04-01","P36201-002",1,1,1,3,2,12,4,2,1136.32202148438
"H36202-04-01","P36202-002",1,2,1,3,2,7,7,2,1136.32202148438
"H36203-04-01","P36203-001",1,2,2,3,2,12,4,2,1136.32202148438
"H36204-04-01","P36204-001",1,1,1,3,2,12,12,2,1136.32202148438
"H36205-04-01","P36205-001",1,1,2,3,2,12,3,2,1136.32202148438
"H36206-04-01","P36206-002",1,1,1,3,2,4,4,2,1136.32202148438
"H36207-04-01","P36207-002",1,1,1,2,2,4,12,2,1136.32202148438
"H36208-04-01","P36208-002",2,1,2,3,2,4,4,2,1136.32202148438
"H36209-04-01","P36209-003",1,1,1,3,2,6,6,2,1136.32202148438
"H36210-04-01","P36210-003",1,3,1,3,2,12,12,2,1136.32202148438
"H36301-04-01","P36301-002",1,1,1,3,2,12,12,2,3302.39892578125
"H36302-04-01","P36302-002",1,2,1,3,2,7,7,2,3302.39892578125
"H36303-04-01","P36303-001",1,1,1,3,2,12,12,2,3302.39892578125
"H36304-04-01","P36304-001",1,2,2,3,2,12,2,2,3302.39892578125
"H36305-04-01","P36305-001",1,1,1,3,2,12,6,2,3302.39892578125
"H36306-04-01","P36306-002",1,2,1,3,2,2,2,2,3302.39892578125
"H36307-04-01","P36307-001",1,1,1,3,2,7,7,1,3302.39892578125
"H36308-04-01","P36308-001",1,1,1,3,2,12,4,1,3302.39892578125
"H36309-04-01","P36309-001",1,1,1,3,1,12,5,2,3302.39892578125
"H36310-04-01","P36310-001",1,1,1,3,2,2,12,2,3302.39892578125
"H36401-04-01","P36401-001",1,1,1,3,1,12,12,2,1878.69799804688
"H36402-04-01","P36402-002",1,2,1,2,1,11,11,1,1878.69799804688
"H36403-04-01","P36403-002",1,2,2,2,2,12,11,1,1878.69799804688
"H36404-04-01","P36404-001",1,2,2,2,1,11,11,2,1878.69799804688
"H36405-04-01","P36405-001",1,2,2,3,1,12,9,1,1878.69799804688
"H36406-04-01","P36406-002",1,1,1,3,2,12,4,2,1878.69799804688
"H36407-04-01","P36407-002",1,2,2,2,2,11,11,2,1878.69799804688
"H36408-04-01","P36408-001",1,2,1,2,1,96,7,1,1878.69799804688
"H36409-04-01","P36409-001",1,2,1,2,1,12,12,1,1878.69799804688
"H36410-04-01","P36410-002",1,1,1,3,2,7,7,2,1878.69799804688
"H36501-04-01","P36501-003",1,2,1,3,1,9,9,1,3002.18090820313
"H36502-04-01","P36502-001",1,2,2,3,1,96,96,2,3002.18090820313
"H36503-04-01","P36503-002",1,2,2,3,1,8,8,2,3002.18090820313
"H36504-04-01","P36504-001",1,2,2,3,2,12,12,2,3002.18090820313
"H36505-04-01","P36505-002",2,2,1,3,1,96,11,1,3002.18090820313
"H36506-04-01","P36506-002",1,2,2,3,1,3,3,2,3002.18090820313
"H36507-04-01","P36507-001",1,2,2,3,1,7,8,2,3002.18090820313
"H36508-04-01","P36508-001",1,2,2,3,2,3,11,2,3002.18090820313
"H36509-04-01","P36509-001",1,2,1,3,1,12,12,2,3002.18090820313
"H36601-04-01","P36601-001",1,3,2,3,3,12,12,2,2500.58227539063
"H36602-04-01","P36602-001",1,2,1,2,4,12,12,2,2500.58227539063
"H36603-04-01","P36603-002",1,1,1,3,2,4,4,2,2500.58227539063
"H36604-04-01","P36604-001",1,3,1,2,2,12,12,2,2500.58227539063
"H36605-04-01","P36605-002",1,2,2,3,1,12,11,2,2500.58227539063
"H36606-04-01","P36606-002",1,2,1,3,1,12,12,2,2500.58227539063
"H36607-04-01","P36607-002",1,2,1,3,3,12,12,1,2500.58227539063
"H36608-04-01","P36608-001",1,1,1,3,1,12,12,2,2500.58227539063
"H36609-04-01","P36609-001",1,2,1,2,1,1,1,2,2500.58227539063
"H36610-04-01","P36610-001",1,2,1,3,1,7,7,2,2500.58227539063
"H36701-04-01","P36701-002",1,2,1,3,2,4,12,2,1059.42810058594
"H36702-04-01","P36702-001",1,1,2,3,2,4,4,2,1059.42810058594
"H36703-04-01","P36703-001",1,3,1,3,4,12,12,2,1059.42810058594
"H36704-04-01","P36704-001",2,2,2,2,1,3,11,1,1059.42810058594
"H36705-04-01","P36705-001",1,1,1,3,2,4,4,2,1059.42810058594
"H36706-04-01","P36706-001",1,3,1,3,2,12,12,2,1059.42810058594
"H36707-04-01","P36707-002",1,2,2,3,2,4,4,2,1059.42810058594
"H36708-04-01","P36708-001",1,1,1,2,2,12,4,2,1059.42810058594
"H36709-04-01","P36709-002",1,3,2,3,2,12,12,2,1059.42810058594
"H36710-04-01","P36710-001",1,2,1,3,2,4,4,2,1059.42810058594
"H36801-04-01","P36801-001",2,1,2,2,2,4,4,2,2047.62976074219
"H36802-04-01","P36802-002",2,2,2,2,2,3,3,1,2047.62976074219
"H36803-04-01","P36803-001",1,2,2,3,1,12,4,2,2047.62976074219
"H36804-04-01","P36804-001",1,2,2,3,1,12,4,2,2047.62976074219
"H36805-04-01","P36805-001",1,1,1,2,1,11,12,1,2047.62976074219
"H36806-04-01","P36806-001",1,2,2,2,1,11,11,2,2047.62976074219
"H36807-04-01","P36807-001",1,2,2,3,1,3,3,2,2047.62976074219
"H36809-04-01","P36809-001",2,2,2,2,2,3,3,1,2047.62976074219
"H36810-04-01","P36810-002",2,2,2,3,1,4,4,2,2047.62976074219
"H36901-04-01","P36901-001",1,2,2,3,2,12,3,1,1252.86779785156
"H36902-04-01","P36902-001",1,2,2,3,1,12,4,2,1252.86779785156
"H36903-04-01","P36903-001",1,1,1,3,2,12,5,2,1252.86779785156
"H36904-04-01","P36904-002",1,2,1,3,2,12,12,2,1252.86779785156
"H36905-04-01","P36905-002",1,2,2,3,1,7,7,2,1252.86779785156
"H36906-04-01","P36906-002",1,2,2,3,1,4,4,1,1252.86779785156
"H36907-04-01","P36907-002",1,2,1,2,2,12,4,1,1252.86779785156
"H36908-04-01","P36908-001",1,1,1,3,1,4,12,2,1252.86779785156
"H36909-04-01","P36909-002",1,2,1,3,2,4,12,2,1252.86779785156
"H36910-04-01","P36910-001",1,1,1,3,1,4,4,2,1252.86779785156
"H37001-04-01","P37001-002",1,2,1,3,1,6,3,2,3347.30493164063
"H37002-04-01","P37002-001",1,2,2,3,1,12,5,1,3347.30493164063
"H37003-04-01","P37003-002",1,2,1,2,1,4,4,2,3347.30493164063
"H37004-04-01","P37004-002",1,2,2,3,2,4,12,1,3347.30493164063
"H37005-04-01","P37005-001",1,2,1,2,2,4,4,1,3347.30493164063
"H37006-04-01","P37006-002",1,1,1,3,2,6,96,2,3347.30493164063
"H37007-04-01","P37007-001",1,1,1,3,1,4,4,2,3347.30493164063
"H37008-04-01","P37008-001",1,1,1,3,2,1,4,2,3347.30493164063
"H37009-04-01","P37009-001",1,1,2,3,1,4,4,2,3347.30493164063
"H37010-04-01","P37010-002",1,2,2,2,2,3,12,2,3347.30493164063
"H37101-04-01","P37101-001",1,3,2,2,1,12,12,1,1267.58740234375
"H37102-04-01","P37102-001",1,2,2,2,2,3,3,2,1267.58740234375
"H37103-04-01","P37103-001",2,1,2,1,1,11,11,2,1267.58740234375
"H37104-04-01","P37104-001",1,2,2,3,1,12,12,1,1267.58740234375
"H37105-04-01","P37105-001",1,2,2,2,1,3,3,2,1267.58740234375
"H37106-04-01","P37106-001",2,2,2,3,1,3,3,2,1267.58740234375
"H37107-04-01","P37107-002",1,1,2,3,1,4,4,1,1267.58740234375
"H37108-04-01","P37108-001",1,2,2,2,2,3,3,2,1267.58740234375
"H37109-04-01","P37109-001",1,1,1,1,1,12,12,2,1267.58740234375
"H37110-04-01","P37110-002",1,3,1,3,2,12,12,2,1267.58740234375
"H37201-04-01","P37201-002",2,2,1,3,2,12,1,2,2853.9248046875
"H37202-04-01","P37202-002",1,2,1,2,1,4,4,1,2853.9248046875
"H37203-04-01","P37203-002",1,2,1,3,2,2,2,2,2853.9248046875
"H37204-04-01","P37204-001",1,2,2,3,1,2,2,2,2853.9248046875
"H37205-04-01","P37205-002",2,1,2,2,2,7,7,1,2853.9248046875
"H37206-04-01","P37206-002",1,2,1,3,2,1,1,2,2853.9248046875
"H37207-04-01","P37207-002",1,2,2,2,2,12,3,2,2853.9248046875
"H37208-04-01","P37208-001",1,2,2,3,1,2,2,2,2853.9248046875
"H37209-04-01","P37209-001",1,1,1,3,2,1,1,2,2853.9248046875
"H37210-04-01","P37210-001",1,2,1,3,1,1,1,2,2853.9248046875
"H37301-04-01","P37301-001",1,2,2,2,1,12,11,1,2367.31103515625
"H37302-04-01","P37302-002",1,2,2,2,1,6,3,2,2367.31103515625
"H37303-04-01","P37303-001",2,2,2,2,1,12,12,2,2367.31103515625
"H37304-04-01","P37304-001",1,2,2,3,1,9,9,2,2367.31103515625
"H37305-04-01","P37305-001",1,2,2,3,1,3,3,2,2367.31103515625
"H37306-04-01","P37306-002",1,2,2,3,1,7,11,2,2367.31103515625
"H37307-04-01","P37307-002",1,3,2,3,1,12,12,1,2367.31103515625
"H37308-04-01","P37308-001",1,3,2,2,1,12,12,2,2367.31103515625
"H37309-04-01","P37309-001",1,2,2,2,1,11,11,2,2367.31103515625
"H37310-04-01","P37310-001",1,2,2,3,1,7,7,2,2367.31103515625
"H37401-04-01","P37401-002",1,2,2,3,1,4,4,2,2993.59375
"H37402-04-01","P37402-001",1,1,1,3,2,2,12,2,2993.59375
"H37403-04-01","P37403-001",1,2,2,2,1,12,11,1,2993.59375
"H37404-04-01","P37404-002",1,2,1,3,2,7,7,2,2993.59375
"H37405-04-01","P37405-002",1,2,1,3,1,7,7,2,2993.59375
"H37406-04-01","P37406-001",1,2,1,3,1,12,1,2,2993.59375
"H37407-04-01","P37407-001",1,2,2,3,1,4,4,1,2993.59375
"H37408-04-01","P37408-001",1,2,1,3,1,4,12,2,2993.59375
"H37409-04-01","P37409-001",1,1,1,3,2,4,12,2,2993.59375
"H37410-04-01","P37410-001",1,2,2,2,1,11,11,1,2993.59375
"H37501-04-01","P37501-001",1,2,2,2,1,12,11,1,544.481567382813
"H37502-04-01","P37502-001",1,1,1,3,2,1,1,2,544.481567382813
"H37503-04-01","P37503-003",1,2,2,2,1,1,12,1,544.481567382813
"H37504-04-01","P37504-001",1,3,2,2,2,12,12,2,544.481567382813
"H37505-04-01","P37505-001",1,2,2,3,2,4,4,2,544.481567382813
"H37506-04-01","P37506-001",1,2,2,3,2,12,11,1,544.481567382813
"H37507-04-01","P37507-002",1,2,2,2,1,12,11,1,544.481567382813
"H37508-04-01","P37508-001",1,1,1,3,2,12,12,2,544.481567382813
"H37509-04-01","P37509-002",1,1,1,3,1,1,12,2,544.481567382813
"H37510-04-01","P37510-002",1,2,2,2,1,3,3,1,544.481567382813
"H37601-04-01","P37601-001",1,3,1,3,2,12,12,1,3280.814453125
"H37602-04-02","P37602-006",1,2,1,3,2,12,4,2,3280.814453125
"H37603-04-01","P37603-001",1,2,2,3,2,1,1,2,3280.814453125
"H37604-04-01","P37604-001",1,1,1,3,1,4,12,1,3280.814453125
"H37605-04-01","P37605-002",1,1,1,3,2,12,4,1,3280.814453125
"H37606-04-01","P37606-002",1,2,1,3,2,2,2,2,3280.814453125
"H37607-04-01","P37607-001",1,1,1,3,1,1,11,2,3280.814453125
"H37608-04-01","P37608-001",1,1,1,3,2,4,4,2,3280.814453125
"H37609-04-01","P37609-001",1,2,1,4,2,2,4,2,3280.814453125
"H37610-04-01","P37610-002",1,2,2,3,2,2,4,2,3280.814453125
"H37701-04-01","P37701-001",1,2,2,3,1,4,4,1,1595.68603515625
"H37702-04-01","P37702-001",1,1,1,2,1,12,11,1,1595.68603515625
"H37703-04-01","P37703-001",1,2,1,2,2,3,12,1,1595.68603515625
"H37704-04-01","P37704-001",1,2,1,2,2,7,12,2,1595.68603515625
"H37705-04-01","P37705-001",1,2,2,3,2,3,3,1,1595.68603515625
"H37706-04-01","P37706-001",1,2,2,3,2,12,4,2,1595.68603515625
"H37707-04-01","P37707-002",1,2,2,3,2,7,7,2,1595.68603515625
"H37709-04-01","P37709-001",1,3,2,1,2,12,12,2,1595.68603515625
"H37710-04-01","P37710-001",1,1,1,3,2,12,12,2,1595.68603515625
"H37801-04-01","P37801-003",1,2,1,3,1,12,96,2,2097.82543945313
"H37802-04-01","P37802-001",2,2,1,3,2,12,11,1,2097.82543945313
"H37803-04-01","P37803-002",2,2,2,3,1,2,12,1,2097.82543945313
"H37804-04-01","P37804-002",1,1,2,3,1,2,12,2,2097.82543945313
"H37805-04-01","P37805-001",1,1,1,2,2,12,12,2,2097.82543945313
"H37806-04-01","P37806-002",1,1,1,2,1,12,12,1,2097.82543945313
"H37807-04-01","P37807-002",1,2,2,3,2,2,2,1,2097.82543945313
"H37808-04-01","P37808-006",1,2,2,3,2,7,1,1,2097.82543945313
"H37809-04-01","P37809-001",1,2,2,2,3,7,3,1,2097.82543945313
"H37810-04-01","P37810-001",1,2,2,2,3,12,1,1,2097.82543945313
"H37901-04-01","P37901-001",1,1,1,2,2,12,4,1,2645.49951171875
"H37902-04-01","P37902-001",1,1,1,3,1,12,4,2,2645.49951171875
"H37903-04-01","P37903-001",1,2,2,3,2,4,12,2,2645.49951171875
"H37905-04-01","P37905-001",1,2,1,3,2,1,1,2,2645.49951171875
"H37906-04-01","P37906-001",1,1,1,3,2,12,12,2,2645.49951171875
"H37907-04-01","P37907-001",1,2,2,2,1,12,11,2,2645.49951171875
"H37908-04-01","P37908-001",1,2,1,3,2,11,4,2,2645.49951171875
"H37909-04-01","P37909-001",1,1,1,2,4,12,12,2,2645.49951171875
"H37910-04-01","P37910-001",1,2,1,3,1,12,4,2,2645.49951171875
"H38001-04-01","P38001-002",2,2,2,2,1,11,11,1,2108.638671875
"H38002-04-01","P38002-001",1,3,2,2,4,12,12,2,2108.638671875
"H38003-04-01","P38003-001",1,1,2,3,1,12,12,1,2108.638671875
"H38004-04-01","P38004-002",1,1,1,3,2,11,4,2,2108.638671875
"H38006-04-01","P38006-002",1,2,2,2,1,6,6,1,2108.638671875
"H38007-04-01","P38007-002",1,1,1,3,2,4,4,2,2108.638671875
"H38008-04-01","P38008-001",1,2,1,2,1,3,3,2,2108.638671875
"H38009-04-01","P38009-001",1,1,1,3,2,2,2,2,2108.638671875
"H38010-04-01","P38010-001",1,2,1,2,2,96,12,2,2108.638671875
"H38101-04-01","P38101-002",1,2,1,3,2,12,4,1,2935.46557617188
"H38102-04-01","P38102-002",1,2,1,3,1,4,4,1,2935.46557617188
"H38103-04-01","P38103-001",1,1,1,3,2,1,1,2,2935.46557617188
"H38104-04-01","P38104-002",1,2,1,3,1,1,1,2,2935.46557617188
"H38105-04-01","P38105-002",1,2,1,3,2,4,4,2,2935.46557617188
"H38106-04-01","P38106-001",1,1,1,2,2,12,12,2,2935.46557617188
"H38107-04-01","P38107-001",1,2,2,3,3,4,4,2,2935.46557617188
"H38108-04-01","P38108-002",1,2,2,3,2,7,7,2,2935.46557617188
"H38109-04-01","P38109-001",1,1,1,3,2,12,4,2,2935.46557617188
"H38110-04-01","P38110-001",1,2,1,3,2,2,2,2,2935.46557617188
"H38201-04-01","P38201-002",1,2,2,3,1,3,3,1,4849.8994140625
"H38202-04-01","P38202-001",1,2,2,3,1,4,4,1,4849.8994140625
"H38203-04-01","P38203-001",1,2,2,2,1,12,11,1,4849.8994140625
"H38204-04-01","P38204-002",1,2,2,2,1,11,11,2,4849.8994140625
"H38205-04-01","P38205-001",2,2,1,2,1,3,3,1,4849.8994140625
"H38206-04-01","P38206-001",1,2,2,3,2,4,4,2,4849.8994140625
"H38207-04-01","P38207-002",1,2,1,3,2,4,4,2,4849.8994140625
"H38208-04-01","P38208-001",1,1,1,3,2,9,9,2,4849.8994140625
"H38209-04-01","P38209-001",1,2,1,2,2,12,1,1,4849.8994140625
"H38210-04-01","P38210-001",1,2,2,2,2,11,11,2,4849.8994140625
"H38301-04-01","P38301-002",1,2,2,3,1,4,12,2,2366.15893554688
"H38302-04-01","P38302-001",1,1,2,2,2,3,3,2,2366.15893554688
"H38303-04-01","P38303-001",1,2,2,2,2,12,3,1,2366.15893554688
"H38304-04-01","P38304-001",1,1,1,2,2,3,3,1,2366.15893554688
"H38305-04-01","P38305-002",1,3,2,2,2,4,3,2,2366.15893554688
"H38308-04-01","P38308-001",1,2,2,2,2,3,3,1,2366.15893554688
"H38309-04-01","P38309-001",1,3,2,2,2,3,12,1,2366.15893554688
"H38310-04-01","P38310-001",2,2,2,3,2,1,3,2,2366.15893554688
"H38401-04-01","P38401-001",1,2,2,2,2,3,3,2,2472.08251953125
"H38402-04-01","P38402-001",1,1,1,1,2,12,12,1,2472.08251953125
"H38403-04-01","P38403-001",1,2,1,3,2,2,2,2,2472.08251953125
"H38404-04-01","P38404-001",1,2,2,2,2,4,4,2,2472.08251953125
"H38405-04-01","P38405-001",2,1,2,3,2,1,1,2,2472.08251953125
"H38406-04-01","P38406-001",1,2,2,3,1,12,3,2,2472.08251953125
"H38407-04-01","P38407-001",1,2,2,2,1,3,3,1,2472.08251953125
"H38408-04-01","P38408-001",1,2,1,3,2,3,12,2,2472.08251953125
"H38409-04-01","P38409-001",1,2,2,1,1,11,3,1,2472.08251953125
"H38410-04-01","P38410-001",1,1,2,3,1,11,12,2,2472.08251953125
"H38501-04-01","P38501-001",1,2,1,3,1,5,5,2,326.926422119141
"H38502-04-01","P38502-001",1,2,2,2,2,12,11,1,326.926422119141
"H38503-04-01","P38503-001",2,2,2,3,1,5,5,1,326.926422119141
"H38504-04-01","P38504-002",1,2,2,3,1,5,12,2,326.926422119141
"H38505-04-01","P38505-002",1,2,2,2,2,5,5,2,326.926422119141
"H38506-04-01","P38506-001",1,2,2,3,1,4,2,1,326.926422119141
"H38507-04-01","P38507-001",1,2,1,3,1,4,4,2,326.926422119141
"H38508-04-01","P38508-002",1,3,2,2,1,12,12,1,326.926422119141
"H38509-04-01","P38509-001",1,2,2,3,1,4,4,2,326.926422119141
"H38510-04-01","P38510-001",1,2,1,3,1,4,12,2,326.926422119141
"H38601-04-01","P38601-001",1,2,2,3,2,12,11,2,3881.62280273438
"H38602-04-01","P38602-002",1,2,1,3,2,9,9,2,3881.62280273438
"H38603-04-01","P38603-001",1,2,2,3,2,5,12,2,3881.62280273438
"H38604-04-01","P38604-002",1,2,2,3,1,5,12,2,3881.62280273438
"H38605-04-01","P38605-001",1,2,2,3,1,12,11,2,3881.62280273438
"H38606-04-01","P38606-001",1,2,1,3,1,4,12,2,3881.62280273438
"H38607-04-01","P38607-001",1,2,1,3,1,4,4,2,3881.62280273438
"H38608-04-01","P38608-001",1,2,2,3,2,4,12,1,3881.62280273438
"H38609-04-01","P38609-001",1,2,2,3,1,4,12,1,3881.62280273438
"H38610-04-01","P38610-001",1,2,2,3,1,4,12,2,3881.62280273438
"H38701-04-01","P38701-002",1,2,1,3,2,4,4,2,1116.73669433594
"H38702-04-01","P38702-001",1,2,2,3,2,12,5,1,1116.73669433594
