"HHID","PID","h2q1","h3q2a","h3q2b","h3q3","h3q4","h3q5a","h3q5b","h3q6","h3q7","h3q9","h3q10","h3q11","h3q12","h3q13R","h3q13D","h3q14R","h3q14D","h3q15","h3q16R","h3q16D","h3q18","h3q19","wgt_X"
"H01605-04-01","P01605-026",26,3,,,,3,,,,58,2,2,2,3,309,3,309,0,3,309,2,1,1874.79821777344
"H01607-04-01","P01607-001",1,2,,99,99,3,,,,17,2,2,2,1,104,1,102,38,1,104,9,0,1874.79821777344
"H01607-04-01","P01607-002",2,3,,,,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-003",3,3,,,,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-004",4,2,,34,5,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-005",5,2,,34,5,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-006",6,2,,34,5,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-007",7,2,,99,88,1,"P01607-002",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-010",8,3,,,,1,"P01607-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-011",9,2,,99,1,1,"P01607-010",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-012",10,2,,99,88,1,"P01607-002",,,17,9,,,1,102,,,100,,,,,1874.79821777344
"H01607-04-01","P01607-013",11,2,,99,1,1,"P01607-010",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01612-04-01","P01612-002",1,2,,71,5,3,,,,17,2,9,2,2,204,1,102,5,2,204,1,1,1874.79821777344
"H01612-04-01","P01612-003",2,3,,,,2,,99,19,17,2,9,2,1,108,1,102,10,1,108,1,0,1874.79821777344
"H01612-04-01","P01612-004",3,3,,,,3,,,,17,2,9,2,1,108,1,102,7,1,108,1,0,1874.79821777344
"H01612-04-01","P01612-007",4,2,,99,5,1,"P01612-004",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H01612-04-01","P01612-008",5,2,,99,5,1,"P01612-004",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H01801-04-01","P01801-001",1,3,,,,3,,,,17,1,1,1,1,105,1,102,15,1,105,1,0,1874.79821777344
"H01801-04-01","P01801-002",2,2,,99,1,2,,14,5,17,1,1,1,1,108,1,102,8,1,108,9,0,1874.79821777344
"H01801-04-01","P01801-004",3,1,"P01801-001",,,2,,99,5,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01801-04-01","P01801-006",4,1,"P01801-001",,,1,"P01801-002",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01801-04-01","P01801-007",5,2,,32,5,1,"P01801-002",,,34,3,,,1,102,,,100,,,,,1874.79821777344
"H01801-04-01","P01801-008",6,2,,32,5,1,"P01801-002",,,34,3,,,1,102,,,100,,,,,1874.79821777344
"H01806-04-01","P01806-002",1,2,,99,17,3,,,,17,3,,,1,102,1,102,10,1,102,9,0,937.399108886719
"H01806-04-01","P01806-004",2,2,,34,19,1,"P01806-002",,,17,3,,,1,102,,,100,,,,,937.399108886719
"H01806-04-01","P01806-009",3,2,,34,19,1,"P01806-002",,,17,3,,,1,102,,,100,,,,,937.399108886719
"H01806-04-01","P01806-011",4,2,,34,19,1,"P01806-002",,,17,3,,,1,102,,,100,,,,,937.399108886719
"H01806-04-01","P01806-012",5,2,,34,18,1,"P01806-002",,,17,3,,,1,102,,,100,,,,,937.399108886719
"H01806-04-02","P01806-001",1,3,,,,3,,,,17,2,1,2,1,105,1,102,0,1,102,2,2,937.399108886719
"H01806-04-02","P01806-010",2,3,,,,2,,99,19,17,2,1,2,1,105,1,102,0,1,102,14,2,937.399108886719
"H01806-04-02","P01806-013",3,1,"P01806-001",,,1,"P01806-010",,,17,2,2,2,1,105,,,0,1,105,14,1,937.399108886719
"H01806-04-02","P01806-014",4,1,"P01806-001",,,1,"P01806-010",,,17,1,9,2,1,105,,,0,1,105,14,1,937.399108886719
"H01806-04-02","P01806-015",5,1,"P01806-001",,,1,"P01806-010",,,17,2,1,2,1,105,,,100,,,,,937.399108886719
"H01809-04-01","P01809-001",1,2,,23,10,3,,,,35,3,,,2,205,1,102,15,1,102,96,0,1874.79821777344
"H01809-04-01","P01809-002",2,3,,,,1,"P01809-001",,,17,3,,,1,102,1,102,15,1,102,14,0,1874.79821777344
"H01809-04-01","P01809-003",3,3,,,,1,"P01809-001",,,17,3,,,1,102,1,102,15,1,102,14,0,1874.79821777344
"H01809-04-01","P01809-004",4,3,,,,1,"P01809-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01809-04-01","P01809-006",5,3,,,,2,,32,19,17,3,,,1,102,1,102,6,1,102,8,0,1874.79821777344
"H01809-04-01","P01809-012",6,2,,73,19,2,,16,19,17,3,,,1,112,1,112,1,1,112,8,1,1874.79821777344
"H01809-04-01","P01809-013",7,2,,73,19,2,,16,19,17,3,,,1,112,1,112,1,1,112,8,1,1874.79821777344
"H01813-04-01","P01813-001",1,3,,,,3,,,,17,2,9,2,1,102,1,102,41,1,102,9,0,1874.79821777344
"H01813-04-01","P01813-003",5,3,,,,1,"P01813-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-004",7,2,,99,88,2,,32,5,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-005",8,2,,99,88,2,,32,5,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-006",6,3,,,,1,"P01813-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-008",9,3,,,,1,"P01813-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-009",10,2,,99,5,2,"P01813-008",32,15,,,,,,,,,,,,,,1874.79821777344
"H01813-04-01","P01813-010",11,2,,99,6,2,,32,15,17,9,,,1,102,1,102,4,1,102,96,1,1874.79821777344
"H01813-04-01","P01813-011",2,3,,,,1,"P01813-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-013",4,3,,,,1,"P01813-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H01813-04-01","P01813-014",12,2,,99,5,2,,32,5,18,2,2,2,1,102,1,102,3,1,103,96,0,1874.79821777344
"H01813-04-01","P01813-015",13,2,,99,4,2,"P01813-011",32,5,,,,,,,,,,,,,,1874.79821777344
"H01813-04-01","P01813-016",14,1,"P01813-005",,,2,"P01813-008",32,15,17,2,1,2,1,102,,,0,1,117,14,0,1874.79821777344
"H02108-04-01","P02108-001",1,3,,,,3,,,,17,3,,,1,108,1,102,17,1,102,14,0,1874.79821777344
"H02108-04-01","P02108-002",2,2,,6,1,1,"P02108-001",,,28,3,,,1,102,,,100,,,,,1874.79821777344
"H02108-04-01","P02108-003",3,2,,6,1,1,"P02108-001",,,28,3,,,1,102,,,100,,,,,1874.79821777344
"H02108-04-01","P02108-004",4,2,,6,1,1,"P02108-001",,,28,3,,,1,102,,,100,,,,,1874.79821777344
"H02108-04-01","P02108-005",5,2,,6,1,1,"P02108-001",,,28,3,,,1,102,,,100,,,,,1874.79821777344
"H02110-04-01","P02110-001",1,3,,,,3,,,,17,2,9,1,1,108,1,102,30,1,108,1,0,1874.79821777344
"H02110-04-01","P02110-002",2,3,,,,3,,,,17,2,9,1,1,113,1,102,15,1,102,9,0,1874.79821777344
"H02110-04-01","P02110-003",3,1,"P02110-001",,,1,"P02110-002",,,17,2,9,1,1,102,,,100,,,,,1874.79821777344
"H02110-04-01","P02110-004",4,1,"P02110-001",,,1,"P02110-002",,,17,2,9,1,1,102,,,100,,,,,1874.79821777344
"H02110-04-01","P02110-007",5,2,,8,5,2,,4,5,17,2,9,1,1,102,1,115,2,1,115,14,1,1874.79821777344
"H02111-04-01","P02111-001",1,3,,,,2,,70,19,35,2,2,2,2,203,1,102,12,2,203,1,0,1874.79821777344
"H02111-04-01","P02111-002",2,3,,,,2,,70,19,35,2,2,2,2,203,1,102,12,2,203,14,0,1874.79821777344
"H02111-04-01","P02111-003",3,1,"P02111-001",,,1,"P02111-002",,,35,9,,,2,203,1,102,12,2,203,14,0,1874.79821777344
"H02111-04-01","P02111-004",4,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,2,203,1,102,12,2,203,14,0,1874.79821777344
"H02111-04-01","P02111-005",5,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02111-04-01","P02111-006",6,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02111-04-01","P02111-007",7,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02111-04-01","P02111-008",8,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02111-04-01","P02111-009",9,1,"P02111-001",,,1,"P02111-002",,,35,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02111-04-01","P02111-011",10,3,,,,2,,70,18,35,9,,,2,203,1,102,8,2,203,14,0,1874.79821777344
"H02111-04-01","P02111-012",11,3,,,,2,,70,19,35,3,,,2,203,2,203,5,2,203,14,0,1874.79821777344
"H02113-04-01","P02113-001",1,3,,,,2,,1,23,25,1,,9,4,404,1,102,22,1,102,2,0,1874.79821777344
"H02113-04-01","P02113-005",2,3,,,,1,"P02113-001",,,25,1,,9,1,102,1,102,20,1,102,14,0,1874.79821777344
"H02113-04-01","P02113-006",3,3,,,,1,"P02113-001",,,25,1,,9,1,102,,,100,,,,,1874.79821777344
"H02113-04-01","P02113-007",4,3,,,,1,"P02113-001",,,25,1,,9,1,102,,,100,,,,,1874.79821777344
"H02113-04-01","P02113-008",5,3,,,,1,"P02113-001",,,25,3,,,1,102,,,100,,,,,1874.79821777344
"H02113-04-01","P02113-010",6,2,,8,88,2,,2,4,25,3,,,1,102,,,100,,,,,1874.79821777344
"H02113-04-01","P02113-011",7,2,,2,19,2,,2,19,25,3,,,4,404,4,404,2,4,404,2,0,1874.79821777344
"H02113-04-01","P02113-014",8,2,,2,19,2,,8,19,25,3,,,4,404,4,404,1,4,404,2,0,1874.79821777344
"H02203-04-01","P02203-002",2,3,,,,2,,1,9,11,9,,,3,304,1,102,16,3,304,1,0,1874.79821777344
"H02203-04-01","P02203-003",3,1,"P02203-001",,,1,"P02203-002",,,11,2,1,1,3,304,1,102,16,3,304,14,0,1874.79821777344
"H02203-04-01","P02203-004",4,1,"P02203-001",,,1,"P02203-002",,,11,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02203-04-01","P02203-005",5,1,"P02203-001",,,1,"P02203-002",,,11,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02203-04-01","P02203-006",7,2,,4,19,2,,4,19,11,2,1,1,1,102,1,102,12,3,304,14,0,1874.79821777344
"H02203-04-01","P02203-007",6,1,"P02203-001",,,1,"P02203-002",,,11,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02205-04-01","P02205-001",1,3,,,,3,,,,38,2,2,2,4,415,1,102,10,1,102,2,0,1874.79821777344
"H02205-04-01","P02205-002",2,3,,,,3,,,,28,2,2,2,4,402,1,102,11,1,102,2,0,1874.79821777344
"H02205-04-01","P02205-003",3,1,"P02205-001",,,1,"P02205-002",,,38,2,2,2,1,102,1,102,11,1,102,14,0,1874.79821777344
"H02205-04-01","P02205-004",4,1,"P02205-001",,,1,"P02205-002",,,38,2,2,2,1,102,1,102,11,1,102,14,0,1874.79821777344
"H02205-04-01","P02205-005",5,1,"P02205-001",,,1,"P02205-002",,,38,9,,,1,102,1,102,11,1,102,14,0,1874.79821777344
"H02205-04-01","P02205-006",6,1,"P02205-001",,,1,"P02205-002",,,38,9,,,1,102,1,102,11,1,102,14,0,1874.79821777344
"H02205-04-01","P02205-007",7,2,,99,88,2,,99,88,17,9,,,1,102,1,102,2,1,102,2,1,1874.79821777344
"H02205-04-01","P02205-011",8,2,,99,88,2,,99,88,28,3,,,4,410,4,410,1,4,410,2,2,1874.79821777344
"H02205-04-01","P02205-012",9,2,,99,88,2,,99,88,38,2,2,2,4,415,4,415,0,4,415,1,1,1874.79821777344
"H02206-04-01","P02206-001",1,3,,,,3,,,,18,2,1,1,2,209,1,102,15,2,209,1,0,1874.79821777344
"H02206-04-01","P02206-002",2,1,"P02206-001",,,2,,8,88,18,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02206-04-01","P02206-003",3,1,"P02206-001",,,3,,,,18,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02206-04-01","P02206-005",4,2,,2,4,2,,1,19,18,2,1,1,1,102,2,215,3,2,215,9,1,1874.79821777344
"H02206-04-01","P02206-006",5,1,"P02206-001",,,1,"P02206-005",,,18,2,1,1,2,215,,,0,2,215,14,0,1874.79821777344
"H02207-04-01","P02207-001",1,3,,,,3,,,,17,2,6,2,1,108,1,102,15,1,102,96,0,1874.79821777344
"H02207-04-01","P02207-003",3,1,"P02207-005",,,1,"P02207-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02207-04-01","P02207-004",4,1,"P02207-005",,,1,"P02207-001",,,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02207-04-01","P02207-005",5,3,,,,3,,,,17,2,6,2,1,102,,,100,,,,,1874.79821777344
"H02207-04-01","P02207-006",6,2,,4,4,2,,8,88,17,2,2,2,1,102,1,102,0,1,102,14,0,1874.79821777344
"H02304-04-01","P02304-001",1,2,,8,19,2,,8,19,17,9,,,1,112,1,102,2,1,102,2,2,1874.79821777344
"H02304-04-01","P02304-002",2,2,,4,5,2,,6,19,17,2,2,2,1,102,1,102,2,1,102,2,2,1874.79821777344
"H02305-04-01","P02305-001",1,3,,,,3,,,,17,2,2,2,1,121,1,102,26,1,121,6,1,1874.79821777344
"H02305-04-01","P02305-002",2,2,,6,1,2,,6,1,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02305-04-01","P02305-003",3,2,,6,1,2,,6,1,17,2,2,2,1,102,,,100,,,,,1874.79821777344
"H02305-04-01","P02305-004",4,2,,4,1,2,,4,1,17,2,2,2,1,121,1,102,5,1,121,8,1,1874.79821777344
"H02310-04-01","P02310-001",1,3,,,,3,,,,17,3,,,1,102,1,102,42,1,102,2,0,1874.79821777344
"H02310-04-01","P02310-002",2,3,,,,1,"P02310-001",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02310-04-01","P02310-003",3,2,,34,88,1,"P02310-002",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02310-04-01","P02310-005",4,3,,,,3,,,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02401-04-01","P02401-001",1,2,,34,5,2,,17,6,47,2,1,2,2,212,1,102,2,1,102,96,1,1874.79821777344
"H02407-04-01","P02407-001",1,2,,99,10,2,,99,7,47,3,,,2,212,1,102,20,2,212,1,0,1874.79821777344
"H02409-04-01","P02409-001",1,2,,34,10,2,,99,19,18,3,,,2,209,1,102,9,1,102,1,0,1874.79821777344
"H02412-04-01","P02412-001",1,3,,,,2,,10,10,47,2,5,2,2,212,1,102,21,2,212,9,1,1874.79821777344
"H02412-04-01","P02412-002",2,2,,34,1,2,,10,10,47,9,,,2,212,1,102,2,2,212,14,1,1874.79821777344
"H02412-04-01","P02412-003",3,1,"P02412-006",,,1,"P02412-001",,,45,2,5,2,1,102,,,100,,,,,1874.79821777344
"H02412-04-01","P02412-004",4,1,"P02412-006",,,1,"P02412-001",,,45,2,5,2,1,102,,,100,,,,,1874.79821777344
"H02412-04-01","P02412-005",5,1,"P02412-006",,,1,"P02412-001",,,45,2,5,2,1,102,,,100,,,,,1874.79821777344
"H02412-04-01","P02412-006",6,3,,,,2,,10,10,45,2,5,2,2,208,1,102,24,2,208,1,2,1874.79821777344
"H02412-04-01","P02412-007",7,1,"P02412-006",,,1,"P02412-001",,,45,2,5,2,1,102,,,100,,,,,1874.79821777344
"H02507-04-01","P02507-001",1,3,,,,2,,99,10,17,2,9,2,1,108,1,102,20,1,102,1,0,1874.79809570313
"H02507-04-01","P02507-002",2,3,,,,2,,70,99,17,2,9,2,1,106,1,102,15,1,106,9,0,1874.79809570313
"H02507-04-01","P02507-003",3,1,"P02507-001",,,1,"P02507-002",,,17,2,9,2,1,102,,,100,,,,,1874.79809570313
"H02507-04-01","P02507-004",4,1,"P02507-001",,,1,"P02507-002",,,17,2,9,2,1,102,,,100,,,,,1874.79809570313
"H02507-04-01","P02507-005",5,1,"P02507-001",,,1,"P02507-002",,,17,2,9,2,1,102,,,100,,,,,1874.79809570313
"H02507-04-01","P02507-006",6,1,"P02507-001",,,1,"P02507-002",,,17,2,9,2,1,102,,,100,,,,,1874.79809570313
"H02601-04-01","P02601-006",1,2,,34,1,2,,34,5,12,3,,,1,102,1,102,1,1,102,96,1,937.399108886719
"H02601-04-02","P02601-001",1,3,,,,3,,,,12,3,,,3,310,1,102,28,1,102,96,0,937.399108886719
"H02601-04-02","P02601-002",2,3,,,,3,,,,14,3,,,1,108,1,102,28,1,108,9,0,937.399108886719
"H02601-04-02","P02601-004",3,1,"P02601-001",,,1,"P02601-002",,,12,3,,,1,102,,,100,,,,,937.399108886719
"H02601-04-02","P02601-005",4,1,"P02601-001",,,1,"P02601-002",,,12,3,,,1,102,,,100,,,,,937.399108886719
"H02601-04-02","P02601-007",5,1,"P02601-001",,,1,"P02601-002",,,12,3,,,1,102,,,100,,,,,937.399108886719
"H02601-04-02","P02601-008",6,2,,34,5,2,,99,19,12,9,,,1,102,3,311,4,3,310,8,0,937.399108886719
"H02601-04-02","P02601-009",7,2,,99,1,1,"P02601-005",,,29,3,,,1,102,,,100,,,,,937.399108886719
"H02601-04-02","P02601-010",8,2,,34,1,2,,99,88,12,3,,,1,102,1,115,5,1,115,8,0,937.399108886719
"H02601-04-02","P02601-012",9,2,,34,1,1,"P02601-005",,,29,9,,,1,102,,,100,,,,,937.399108886719
"H02602-04-01","P02602-001",1,3,,,,3,,,,17,2,9,3,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-002",2,3,,,,3,,,,17,2,9,3,1,108,1,102,50,1,108,9,1,1874.79821777344
"H02602-04-01","P02602-003",3,1,"P02602-001",,,3,,,,17,2,9,3,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-005",4,2,,17,5,3,,,,17,2,9,2,1,108,1,102,20,1,108,9,1,1874.79821777344
"H02602-04-01","P02602-006",5,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-007",6,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-008",7,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-009",8,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-010",9,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-011",10,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02602-04-01","P02602-023",11,1,"P02602-001",,,1,"P02602-005",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H02608-04-01","P02608-001",1,3,,,,3,,,,25,2,1,2,4,404,1,102,40,1,113,11,0,937.399108886719
"H02608-04-01","P02608-003",2,1,"P02608-001",,,3,,,,25,3,,,1,102,,,100,,,,,937.399108886719
"H02608-04-01","P02608-009",3,3,,,,3,,,,25,2,1,2,4,404,4,404,2,4,404,9,1,937.399108886719
"H02608-04-01","P02608-010",4,1,"P02608-001",,,1,"P02608-009",,,25,2,1,2,1,102,,,100,,,,,937.399108886719
"H02608-04-02","P02608-004",1,2,,99,5,2,,99,5,25,1,2,1,1,102,1,102,1,1,102,2,1,937.399108886719
"H02608-04-02","P02608-011",2,2,,99,19,2,,99,18,18,1,2,1,1,102,1,106,1,1,102,1,1,937.399108886719
"H02608-04-02","P02608-012",3,1,"P02608-004",,,1,"P02608-011",,,25,1,2,1,1,102,,,100,,,,,937.399108886719
"H02609-04-01","P02609-001",1,3,,,,3,,,,28,3,,,4,412,1,102,11,1,102,96,0,1874.79821777344
"H02609-04-01","P02609-002",2,1,"P02609-001",,,2,,73,19,28,3,,,4,412,1,102,7,4,412,8,0,1874.79821777344
"H02703-04-02","P02703-001",1,2,,4,19,3,,,,17,2,2,1,1,112,1,102,17,1,112,8,0,1874.79821777344
"H02703-04-02","P02703-016",2,2,,4,1,2,,3,19,30,2,2,1,1,102,,,100,,,,,1874.79821777344
"H02703-04-02","P02703-017",3,1,"P02703-001",,,1,"P02703-016",,,17,2,2,1,1,102,,,100,,,,,1874.79821777344
"H02703-04-02","P02703-018",4,1,"P02703-001",,,1,"P02703-016",,,17,2,2,1,1,102,,,100,,,,,1874.79821777344
"H02705-04-01","P02705-001",1,3,,,,2,,8,7,17,1,1,1,1,119,1,102,25,1,119,1,0,937.399108886719
"H02705-04-01","P02705-008",2,3,,,,2,,1,19,17,1,1,1,1,105,1,102,19,1,105,1,0,937.399108886719
"H02705-04-01","P02705-009",3,1,"P02705-001",,,1,"P02705-008",,,17,1,1,1,1,102,,,100,,,,,937.399108886719
"H02705-04-02","P02705-003",1,2,,13,4,2,,33,4,17,3,,,1,102,1,102,0,1,102,2,1,937.399108886719
"H02706-04-01","P02706-009",1,2,,4,19,2,,4,5,17,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02706-04-01","P02706-014",2,2,,2,5,2,,2,19,35,2,1,1,2,205,2,205,12,1,102,8,0,1874.79821777344
"H02706-04-01","P02706-015",3,1,"P02706-009",,,1,"P02706-014",,,17,2,1,1,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-001",1,3,,,,3,,,,17,3,,,1,106,1,102,55,1,106,9,0,1874.79821777344
"H02710-04-01","P02710-002",2,2,,4,19,1,"P02710-001",,,33,3,,,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-004",3,2,,4,1,2,,8,88,33,3,,,1,102,1,102,14,1,102,96,0,1874.79821777344
"H02710-04-01","P02710-005",4,3,,,,2,,4,1,32,3,,,1,106,1,102,10,1,106,96,0,1874.79821777344
"H02710-04-01","P02710-006",5,2,,8,17,3,,,,96,3,,,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-007",6,2,,8,17,3,,,,96,3,,,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-009",7,2,,8,1,3,,,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-011",9,2,,4,17,2,,4,88,33,3,,,1,102,,,100,,,,,1874.79821777344
"H02710-04-01","P02710-012",10,2,,8,4,2,,4,1,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02711-04-01","P02711-001",1,3,,,,3,,,,30,2,2,2,5,513,1,102,51,1,102,8,0,624.932739257813
"H02711-04-02","P02711-004",1,2,,9,5,2,,4,19,30,3,,,1,102,,,100,,,,,624.932739257813
"H02711-04-02","P02711-006",2,2,,9,5,2,,4,19,30,3,,,1,102,,,100,,,,,624.932739257813
"H02711-04-03","P02711-005",1,2,,2,5,2,,4,19,30,2,2,2,1,102,1,102,1,1,102,5,2,624.932739257813
"H02711-04-03","P02711-008",2,3,,,,2,,1,88,17,2,2,2,1,102,1,102,1,1,102,5,2,624.932739257813
"H02711-04-03","P02711-009",3,1,"P02711-008",,,2,,8,88,17,9,,,1,102,1,102,1,1,102,14,2,624.932739257813
"H02711-04-03","P02711-010",4,1,"P02711-008",,,1,"P02711-005",,,17,2,2,2,1,102,,,1,1,102,14,1,624.932739257813
"H02711-04-03","P02711-011",5,1,"P02711-008",,,1,"P02711-005",,,17,2,2,2,1,102,,,100,,,,,624.932739257813
"H02711-04-03","P02711-012",6,2,,8,14,2,,1,9,25,2,2,2,1,110,1,110,0,1,110,10,0,624.932739257813
"H02802-04-01","P02802-001",1,3,,,,2,,1,10,17,1,2,2,1,105,1,102,20,1,102,1,0,1874.79821777344
"H02802-04-01","P02802-002",2,2,,3,19,3,,,,17,1,2,2,1,107,1,102,20,1,102,9,0,1874.79821777344
"H02802-04-01","P02802-003",3,1,"P02802-001",,,1,"P02802-002",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02802-04-01","P02802-004",4,1,"P02802-001",,,1,"P02802-002",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02802-04-01","P02802-005",5,1,"P02802-001",,,1,"P02802-002",,,17,3,,,1,102,,,100,,,,,1874.79821777344
"H02802-04-01","P02802-006",6,3,,,,3,,,,17,3,,,1,115,1,102,7,1,115,96,0,1874.79821777344
"H02802-04-01","P02802-007",7,3,,,,3,,,,17,3,,,1,105,1,105,1,1,105,96,1,1874.79821777344
"H02803-04-01","P02803-001",1,3,,,,2,,2,19,17,2,2,2,1,113,1,113,35,1,113,8,0,1874.79821777344
"H02803-04-01","P02803-002",2,3,,,,2,,2,19,17,2,2,2,1,105,1,102,20,1,105,8,0,1874.79821777344
"H02803-04-01","P02803-003",3,1,"P02803-001",,,1,"P02803-002",,,17,9,,,1,101,,,100,,,,,1874.79821777344
"H02803-04-01","P02803-004",4,1,"P02803-001",,,1,"P02803-002",,,17,9,,,1,102,,,100,,,,,1874.79821777344
"H02803-04-01","P02803-005",5,1,"P02803-001",,,1,"P02803-002",,,17,1,9,2,1,102,,,100,,,,,1874.79821777344
"H02803-04-01","P02803-006",6,1,"P02803-003",,,1,"P02803-002",,,17,1,9,2,1,101,,,100,,,,,1874.79821777344
"H02811-04-01","P02811-001",1,2,,4,10,2,,2,19,17,2,2,1,1,113,1,102,24,1,113,1,0,1874.79821777344
"H02811-04-01","P02811-003",3,2,,8,5,1,"P02811-001",,,17,2,2,1,1,102,,,100,,,,,1874.79821777344
"H02811-04-01","P02811-004",4,2,,8,5,1,"P02811-001",,,17,2,2,1,1,102,,,100,,,,,1874.79821777344
"H02811-04-01","P02811-005",5,2,,4,19,2,,3,19,17,2,2,1,1,117,1,102,7,1,117,8,0,1874.79821777344
"H03001-04-01","P03001-001",1,2,,99,19,3,,,,17,2,2,2,1,103,1,102,1,1,102,96,1,1874.79821777344
"H03001-04-01","P03001-002",2,2,,15,5,2,,14,19,17,2,2,2,1,115,1,102,1,1,102,14,1,1874.79821777344
"H03001-04-01","P03001-003",3,1,"P03001-001",,,1,"P03001-002",,,17,2,2,2,1,102,,,1,1,102,14,1,1874.79821777344
"H03001-04-01","P03001-004",4,2,,99,19,3,,,,17,2,2,2,1,113,1,102,1,1,102,14,1,1874.79821777344
"H03001-04-01","P03001-005",5,3,,,,2,,17,99,17,9,,,1,115,1,102,1,1,102,14,2,1874.79821777344
"H03001-04-01","P03001-006",6,1,"P03001-001",,,1,"P03001-002",,,17,2,2,2,1,113,,,100,,,,,1874.79821777344
"H03003-04-01","P03003-001",1,2,,17,19,2,,17,19,17,2,9,2,1,110,1,102,11,1,110,1,0,1874.79821777344
"H03003-04-01","P03003-002",2,2,,99,19,2,,99,19,17,2,9,2,1,110,1,102,7,1,110,1,0,1874.79821777344
"H03003-04-01","P03003-003",3,1,"P03003-001",,,1,"P03003-002",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
"H03003-04-01","P03003-004",4,1,"P03003-001",,,1,"P03003-002",,,17,2,9,2,1,102,,,100,,,,,1874.79821777344
