"HHID","h11q1","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H35902-04-01",4,21,2,,,,,,2865.50756835938
"H35903-04-01",3,21,2,,,,,,2865.50756835938
"H35904-04-01",1,21,1,336000,,"-777","-777",,2865.50756835938
"H35905-04-01",3,21,2,,,,,,2865.50756835938
"H35906-04-01",1,21,2,,,,,,2865.50756835938
"H35907-04-01",3,21,2,,,,,,2865.50756835938
"H35908-04-01",1,21,2,,,,,,2865.50756835938
"H35909-04-01",1,21,2,,,,,,2865.50756835938
"H35910-04-01",4,21,1,480000,,"P35910-001","-111",,2865.50756835938
"H36001-04-01",1,21,2,,,,,,3345.0654296875
"H36002-04-01",1,21,2,,,,,,3345.0654296875
"H36003-04-01",3,21,2,,,,,,3345.0654296875
"H36004-04-01",1,21,2,,,,,,3345.0654296875
"H36005-04-01",1,21,2,,,,,,3345.0654296875
"H36006-04-01",1,21,2,,,,,,3345.0654296875
"H36007-04-01",1,21,2,,,,,,3345.0654296875
"H36008-04-01",1,21,2,,,,,,3345.0654296875
"H36009-04-01",3,21,2,,,,,,3345.0654296875
"H36010-04-01",3,21,2,,,,,,3345.0654296875
"H36101-04-01",4,21,2,,,,,,1788.31005859375
"H36102-04-01",4,21,2,,,,,,1788.31005859375
"H36103-04-01",4,21,2,,,,,,1788.31005859375
"H36104-04-01",4,21,2,,,,,,1788.31005859375
"H36105-04-01",3,21,2,,,,,,1788.31005859375
"H36106-04-01",3,21,2,,,,,,1788.31005859375
"H36107-04-01",3,21,1,2000000,,"P36107-002","P36107-001",,1788.31005859375
"H36108-04-01",3,21,2,,,,,,1788.31005859375
"H36109-04-01",3,21,2,,,,,,1788.31005859375
"H36110-04-01",1,21,2,,,,,,1788.31005859375
"H36201-04-01",3,21,2,,,,,,1136.32202148438
"H36202-04-01",1,21,2,,,,,,1136.32202148438
"H36203-04-01",1,21,2,,,,,,1136.32202148438
"H36204-04-01",3,21,2,,,,,,1136.32202148438
"H36205-04-01",4,21,2,,,,,,1136.32202148438
"H36206-04-01",3,21,2,,,,,,1136.32202148438
"H36207-04-01",3,21,2,,,,,,1136.32202148438
"H36208-04-01",1,21,2,,,,,,1136.32202148438
"H36209-04-01",7,21,2,,,,,,1136.32202148438
"H36210-04-01",3,21,1,900000,,"P36210-003","-111",,1136.32202148438
"H36301-04-01",3,21,2,,,,,,3302.39892578125
"H36302-04-01",4,21,2,,,,,,3302.39892578125
"H36303-04-01",3,21,2,,,,,,3302.39892578125
"H36304-04-01",7,21,2,,,,,,3302.39892578125
"H36305-04-01",3,21,2,,,,,,3302.39892578125
"H36306-04-01",4,21,2,,,,,,3302.39892578125
"H36307-04-01",3,21,2,,,,,,3302.39892578125
"H36308-04-01",4,21,1,1200000,,"P36308-001","-111",,3302.39892578125
"H36309-04-01",1,21,2,,,,,,3302.39892578125
"H36310-04-01",7,21,2,,,,,,3302.39892578125
"H36401-04-01",1,21,2,,,,,,1878.69799804688
"H36402-04-01",1,21,2,,,,,,1878.69799804688
"H36403-04-01",1,21,2,,,,,,1878.69799804688
"H36404-04-01",1,21,2,,,,,,1878.69799804688
"H36405-04-01",2,21,2,,,,,,1878.69799804688
"H36406-04-01",1,21,1,60000,,"P36406-001","P36406-002",,1878.69799804688
"H36407-04-01",1,21,2,,,,,,1878.69799804688
"H36408-04-01",3,21,2,,,,,,1878.69799804688
"H36409-04-01",1,21,2,,,,,,1878.69799804688
"H36410-04-01",1,21,2,,,,,,1878.69799804688
"H36501-04-01",1,21,2,,,,,,3002.18090820313
"H36502-04-01",1,21,2,,,,,,3002.18090820313
"H36503-04-01",3,21,2,,,,,,3002.18090820313
"H36504-04-01",1,21,2,,,,,,3002.18090820313
"H36505-04-01",1,21,2,,,,,,3002.18090820313
"H36506-04-01",3,21,2,,,,,,3002.18090820313
"H36507-04-01",1,21,2,,,,,,3002.18090820313
"H36508-04-01",3,21,2,,,,,,3002.18090820313
"H36509-04-01",1,21,2,,,,,,3002.18090820313
"H36601-04-01",7,21,2,,,,,,2500.58227539063
"H36602-04-01",1,21,2,,,,,,2500.58227539063
"H36603-04-01",4,21,2,,,,,,2500.58227539063
"H36604-04-01",3,21,2,,,,,,2500.58227539063
"H36605-04-01",4,21,2,,,,,,2500.58227539063
"H36606-04-01",1,21,2,,,,,,2500.58227539063
"H36607-04-01",1,21,2,,,,,,2500.58227539063
"H36608-04-01",3,21,2,,,,,,2500.58227539063
"H36609-04-01",1,21,2,,,,,,2500.58227539063
"H36610-04-01",1,21,2,,,,,,2500.58227539063
"H36701-04-01",4,21,2,,,,,,1059.42810058594
"H36702-04-01",3,21,2,,,,,,1059.42810058594
"H36703-04-01",4,21,2,,,,,,1059.42810058594
"H36704-04-01",3,21,2,,,,,,1059.42810058594
"H36705-04-01",3,21,1,480000,,"P36705-001","P36705-002",,1059.42810058594
"H36706-04-01",3,21,2,,,,,,1059.42810058594
"H36707-04-01",4,21,2,,,,,,1059.42810058594
"H36708-04-01",7,21,2,,,,,,1059.42810058594
"H36709-04-01",3,21,2,,,,,,1059.42810058594
"H36710-04-01",3,21,2,,,,,,1059.42810058594
"H36801-04-01",4,21,2,,,,,,2047.62976074219
"H36802-04-01",4,21,2,,,,,,2047.62976074219
"H36803-04-01",1,21,2,,,,,,2047.62976074219
"H36804-04-01",4,21,2,,,,,,2047.62976074219
"H36805-04-01",1,21,2,,,,,,2047.62976074219
"H36806-04-01",3,21,2,,,,,,2047.62976074219
"H36807-04-01",1,21,2,,,,,,2047.62976074219
"H36809-04-01",1,21,2,,,,,,2047.62976074219
"H36810-04-01",3,21,2,,,,,,2047.62976074219
"H36901-04-01",4,21,2,,,,,,1252.86779785156
"H36902-04-01",3,21,2,,,,,,1252.86779785156
"H36903-04-01",4,21,2,,,,,,1252.86779785156
"H36904-04-01",4,21,2,,,,,,1252.86779785156
"H36905-04-01",4,21,1,90000,,"P36905-001","-111",,1252.86779785156
"H36906-04-01",3,21,2,,,,,,1252.86779785156
"H36907-04-01",1,21,2,,,,,,1252.86779785156
"H36908-04-01",1,21,2,,,,,,1252.86779785156
"H36909-04-01",4,21,2,,,,,,1252.86779785156
"H36910-04-01",4,21,2,,,,,,1252.86779785156
"H37001-04-01",3,21,2,,,,,,3347.30493164063
"H37002-04-01",4,21,1,120000,,"P37002-001","-111",,3347.30493164063
"H37003-04-01",96,21,2,,,,,,3347.30493164063
"H37004-04-01",3,21,2,,,,,,3347.30493164063
"H37005-04-01",3,21,2,,,,,,3347.30493164063
"H37006-04-01",4,21,2,,,,,,3347.30493164063
"H37007-04-01",4,21,1,1404000,,"P37007-001","-111",,3347.30493164063
"H37008-04-01",4,21,2,,,,,,3347.30493164063
"H37009-04-01",2,21,2,,,,,,3347.30493164063
"H37010-04-01",3,21,2,,,,,,3347.30493164063
"H37101-04-01",1,21,2,,,,,,1267.58740234375
"H37102-04-01",1,21,2,,,,,,1267.58740234375
"H37103-04-01",3,21,2,,,,,,1267.58740234375
"H37104-04-01",1,21,2,,,,,,1267.58740234375
"H37105-04-01",3,21,2,,,,,,1267.58740234375
"H37106-04-01",1,21,2,,,,,,1267.58740234375
"H37107-04-01",1,21,2,,,,,,1267.58740234375
"H37108-04-01",1,21,2,,,,,,1267.58740234375
"H37109-04-01",1,21,2,,,,,,1267.58740234375
"H37110-04-01",1,21,2,,,,,,1267.58740234375
"H37201-04-01",1,21,2,,,,,,2853.9248046875
"H37202-04-01",1,21,2,,,,,,2853.9248046875
"H37203-04-01",1,21,2,,,,,,2853.9248046875
"H37204-04-01",1,21,2,,,,,,2853.9248046875
"H37205-04-01",4,21,2,,,,,,2853.9248046875
"H37206-04-01",1,21,2,,,,,,2853.9248046875
"H37207-04-01",1,21,2,,,,,,2853.9248046875
"H37208-04-01",4,21,2,,,,,,2853.9248046875
"H37209-04-01",4,21,2,,,,,,2853.9248046875
"H37210-04-01",4,21,2,,,,,,2853.9248046875
"H37301-04-01",1,21,2,,,,,,2367.31103515625
"H37302-04-01",1,21,2,,,,,,2367.31103515625
"H37303-04-01",1,21,2,,,,,,2367.31103515625
"H37304-04-01",1,21,2,,,,,,2367.31103515625
"H37305-04-01",1,21,2,,,,,,2367.31103515625
"H37306-04-01",1,21,2,,,,,,2367.31103515625
"H37307-04-01",1,21,2,,,,,,2367.31103515625
"H37308-04-01",1,21,2,,,,,,2367.31103515625
"H37309-04-01",1,21,2,,,,,,2367.31103515625
"H37310-04-01",1,21,2,,,,,,2367.31103515625
"H37401-04-01",1,21,2,,,,,,2993.59375
"H37402-04-01",3,21,2,,,,,,2993.59375
"H37403-04-01",1,21,2,,,,,,2993.59375
"H37404-04-01",2,21,2,,,,,,2993.59375
"H37405-04-01",1,21,2,,,,,,2993.59375
"H37406-04-01",1,21,2,,,,,,2993.59375
"H37407-04-01",1,21,2,,,,,,2993.59375
"H37408-04-01",1,21,2,,,,,,2993.59375
"H37409-04-01",3,21,2,,,,,,2993.59375
"H37410-04-01",1,21,2,,,,,,2993.59375
"H37501-04-01",1,21,2,,,,,,544.481567382813
"H37502-04-01",1,21,2,,,,,,544.481567382813
"H37503-04-01",3,21,2,,,,,,544.481567382813
"H37504-04-01",3,21,2,,,,,,544.481567382813
"H37505-04-01",1,21,2,,,,,,544.481567382813
"H37506-04-01",1,21,2,,,,,,544.481567382813
"H37507-04-01",1,21,2,,,,,,544.481567382813
"H37508-04-01",1,21,2,,,,,,544.481567382813
"H37509-04-01",3,21,2,,,,,,544.481567382813
"H37510-04-01",3,21,2,,,,,,544.481567382813
"H37601-04-01",3,21,2,,,,,,3280.814453125
"H37602-04-02",2,21,2,,,,,,3280.814453125
"H37603-04-01",7,21,2,,,,,,3280.814453125
"H37604-04-01",1,21,2,,,,,,3280.814453125
"H37605-04-01",1,21,2,,,,,,3280.814453125
"H37606-04-01",1,21,2,,,,,,3280.814453125
"H37607-04-01",7,21,2,,,,,,3280.814453125
"H37608-04-01",1,21,2,,,,,,3280.814453125
"H37609-04-01",2,21,2,,,,,,3280.814453125
"H37610-04-01",1,21,2,,,,,,3280.814453125
"H37701-04-01",1,21,2,,,,,,1595.68603515625
"H37702-04-01",1,21,2,,,,,,1595.68603515625
"H37703-04-01",7,21,2,,,,,,1595.68603515625
"H37704-04-01",4,21,1,336000,,"P37704-001","P37704-002",,1595.68603515625
"H37705-04-01",1,21,2,,,,,,1595.68603515625
"H37706-04-01",1,21,2,,,,,,1595.68603515625
"H37707-04-01",1,21,2,,,,,,1595.68603515625
"H37709-04-01",3,21,2,,,,,,1595.68603515625
"H37710-04-01",2,21,2,,,,,,1595.68603515625
"H37801-04-01",7,21,2,,,,,,2097.82543945313
"H37802-04-01",1,21,2,,,,,,2097.82543945313
"H37803-04-01",1,21,2,,,,,,2097.82543945313
"H37804-04-01",1,21,2,,,,,,2097.82543945313
"H37805-04-01",3,21,2,,,,,,2097.82543945313
"H37806-04-01",3,21,2,,,,,,2097.82543945313
"H37807-04-01",1,21,2,,,,,,2097.82543945313
"H37808-04-01",1,21,2,,,,,,2097.82543945313
"H37809-04-01",3,21,2,,,,,,2097.82543945313
"H37810-04-01",3,21,2,,,,,,2097.82543945313
"H37901-04-01",1,21,2,,,,,,2645.49951171875
"H37902-04-01",4,21,2,,,,,,2645.49951171875
"H37903-04-01",4,21,2,,,,,,2645.49951171875
"H37905-04-01",1,21,2,,,,,,2645.49951171875
"H37906-04-01",4,21,2,,,,,,2645.49951171875
"H37907-04-01",1,21,2,,,,,,2645.49951171875
"H37908-04-01",1,21,2,,,,,,2645.49951171875
"H37909-04-01",7,21,2,,,,,,2645.49951171875
"H37910-04-01",1,21,2,,,,,,2645.49951171875
"H38001-04-01",1,21,2,,,,,,2108.638671875
"H38002-04-01",7,21,2,,,,,,2108.638671875
"H38003-04-01",3,21,2,,,,,,2108.638671875
"H38004-04-01",1,21,2,,,,,,2108.638671875
"H38006-04-01",1,21,2,,,,,,2108.638671875
"H38007-04-01",1,21,2,,,,,,2108.638671875
"H38008-04-01",1,21,2,,,,,,2108.638671875
"H38009-04-01",4,21,2,,,,,,2108.638671875
"H38010-04-01",1,21,2,,,,,,2108.638671875
"H38101-04-01",3,21,2,,,,,,2935.46557617188
"H38102-04-01",2,21,2,,,,,,2935.46557617188
"H38103-04-01",1,21,2,,,,,,2935.46557617188
"H38104-04-01",1,21,2,,,,,,2935.46557617188
"H38105-04-01",1,21,2,,,,,,2935.46557617188
"H38106-04-01",1,21,2,,,,,,2935.46557617188
"H38107-04-01",2,21,2,,,,,,2935.46557617188
"H38108-04-01",1,21,2,,,,,,2935.46557617188
"H38109-04-01",1,21,1,1500000,,"P38109-001","P38109-002",,2935.46557617188
"H38110-04-01",1,21,2,,,,,,2935.46557617188
"H38201-04-01",3,21,1,40000,,"P38201-001","-111",,4849.8994140625
"H38202-04-01",1,21,2,,,,,,4849.8994140625
"H38203-04-01",3,21,2,,,,,,4849.8994140625
"H38204-04-01",1,21,2,,,,,,4849.8994140625
"H38205-04-01",3,21,2,,,,,,4849.8994140625
"H38206-04-01",1,21,2,,,,,,4849.8994140625
"H38207-04-01",1,21,2,,,,,,4849.8994140625
"H38208-04-01",1,21,2,,,,,,4849.8994140625
"H38209-04-01",7,21,2,,,,,,4849.8994140625
"H38210-04-01",7,21,2,,,,,,4849.8994140625
"H38301-04-01",1,21,2,,,,,,2366.15893554688
"H38302-04-01",1,21,2,,,,,,2366.15893554688
"H38303-04-01",1,21,2,,,,,,2366.15893554688
"H38304-04-01",1,21,2,,,,,,2366.15893554688
"H38305-04-01",1,21,2,,,,,,2366.15893554688
"H38308-04-01",4,21,2,,,,,,2366.15893554688
"H38309-04-01",1,21,2,,,,,,2366.15893554688
"H38310-04-01",1,21,2,,,,,,2366.15893554688
"H38401-04-01",1,21,2,,,,,,2472.08251953125
"H38402-04-01",1,21,2,,,,,,2472.08251953125
"H38403-04-01",3,21,2,,,,,,2472.08251953125
"H38404-04-01",1,21,2,,,,,,2472.08251953125
"H38405-04-01",1,21,2,,,,,,2472.08251953125
"H38406-04-01",4,21,2,,,,,,2472.08251953125
"H38407-04-01",1,21,2,,,,,,2472.08251953125
"H38408-04-01",3,21,2,,,,,,2472.08251953125
"H38409-04-01",3,21,2,,,,,,2472.08251953125
"H38410-04-01",1,21,2,,,,,,2472.08251953125
"H38501-04-01",3,21,2,,,,,,326.926422119141
"H38502-04-01",4,21,2,,,,,,326.926422119141
"H38503-04-01",1,21,2,,,,,,326.926422119141
"H38504-04-01",4,21,2,,,,,,326.926422119141
"H38505-04-01",1,21,2,,,,,,326.926422119141
"H38506-04-01",4,21,2,,,,,,326.926422119141
"H38507-04-01",4,21,2,,,,,,326.926422119141
"H38508-04-01",7,21,2,,,,,,326.926422119141
"H38509-04-01",1,21,2,,,,,,326.926422119141
"H38510-04-01",4,21,2,,,,,,326.926422119141
"H38601-04-01",4,21,2,,,,,,3881.62280273438
"H38602-04-01",1,21,2,,,,,,3881.62280273438
"H38603-04-01",1,21,2,,,,,,3881.62280273438
"H38604-04-01",1,21,2,,,,,,3881.62280273438
"H38605-04-01",4,21,2,,,,,,3881.62280273438
"H38606-04-01",1,21,2,,,,,,3881.62280273438
"H38607-04-01",1,21,2,,,,,,3881.62280273438
"H38608-04-01",1,21,2,,,,,,3881.62280273438
"H38609-04-01",4,21,2,,,,,,3881.62280273438
"H38610-04-01",1,21,2,,,,,,3881.62280273438
"H38701-04-01",3,21,1,240000,,"P38701-001","P38701-002",,1116.73669433594
"H38702-04-01",4,21,2,,,,,,1116.73669433594
"H38703-04-01",4,21,2,,,,,,1116.73669433594
"H38704-04-01",7,21,2,,,,,,1116.73669433594
"H38705-04-01",7,21,1,1642500,,"P38705-001","P38705-002",,1116.73669433594
"H38706-04-01",4,21,2,,,,,,1116.73669433594
"H38707-04-01",4,21,2,,,,,,1116.73669433594
"H38708-04-01",1,21,2,,,,,,1116.73669433594
"H38709-04-01",1,21,2,,,,,,1116.73669433594
"H38710-04-01",1,21,2,,,,,,1116.73669433594
"H38801-04-01",1,21,2,,,,,,2706.57373046875
"H38802-04-01",4,21,2,,,,,,2706.57373046875
"H38803-04-01",3,21,2,,,,,,2706.57373046875
"H38804-04-01",3,21,2,,,,,,2706.57373046875
"H38805-04-01",1,21,2,,,,,,2706.57373046875
"H38806-04-01",4,21,2,,,,,,2706.57373046875
"H38807-04-01",4,21,2,,,,,,2706.57373046875
"H38808-04-01",4,21,2,,,,,,2706.57373046875
"H38809-04-01",1,21,2,,,,,,2706.57373046875
"H38901-04-01",4,21,2,,,,,,959.520629882813
"H38902-04-01",4,21,2,,,,,,959.520629882813
"H38903-04-01",3,21,2,,,,,,959.520629882813
"H38904-04-01",4,21,2,,,,,,959.520629882813
"H38905-04-01",3,21,1,3600000,,"P38905-001","P38905-002",,959.520629882813
"H38906-04-01",96,21,2,,,,,,959.520629882813
"H38907-04-01",4,21,2,,,,,,959.520629882813
"H38908-04-01",4,21,2,,,,,,959.520629882813
"H38909-04-01",4,21,2,,,,,,959.520629882813
"H38910-04-01",3,21,2,,,,,,959.520629882813
"H39001-04-01",3,21,2,,,,,,1330.84216308594
"H39002-04-01",3,21,2,,,,,,1330.84216308594
"H39003-04-01",1,21,2,,,,,,1330.84216308594
"H39004-04-01",3,21,2,,,,,,1330.84216308594
"H39005-04-01",1,21,2,,,,,,1330.84216308594
"H39006-04-01",1,21,2,,,,,,1330.84216308594
"H39007-04-01",1,21,2,,,,,,1330.84216308594
"H39008-04-01",1,21,2,,,,,,1330.84216308594
"H39009-04-01",1,21,2,,,,,,1330.84216308594
"H39010-04-01",4,21,2,,,,,,1330.84216308594
"H39101-04-01",1,21,2,,,,,,3899.56103515625
"H39102-04-01",1,21,2,,,,,,3899.56103515625
"H39103-04-01",1,21,2,,,,,,3899.56103515625
"H39104-04-01",1,21,2,,,,,,3899.56103515625
"H39105-04-01",7,21,2,,,,,,3899.56103515625
"H39106-04-01",1,21,2,,,,,,3899.56103515625
"H39107-04-01",1,21,2,,,,,,3899.56103515625
"H39109-04-01",1,21,2,,,,,,3899.56103515625
"H39110-04-01",3,21,2,,,,,,3899.56103515625
"H39301-04-01",4,21,2,,,,,,2549.3349609375
"H39302-04-01",1,21,2,,,,,,2549.3349609375
"H39303-04-01",1,21,2,,,,,,2549.3349609375
"H39304-04-01",4,21,2,,,,,,2549.3349609375
"H39305-04-01",1,21,2,,,,,,2549.3349609375
"H39307-04-01",1,21,2,,,,,,2549.3349609375
"H39308-04-01",96,21,2,,,,,,2549.3349609375
"H39309-04-01",1,21,2,,,,,,2549.3349609375
"H39310-04-01",4,21,2,,,,,,2549.3349609375
"H39401-04-01",1,21,2,,,,,,911.797973632813
"H39402-04-01",1,21,2,,,,,,911.797973632813
"H39403-04-01",3,21,2,,,,,,911.797973632813
"H39404-04-01",4,21,2,,,,,,911.797973632813
"H39405-04-01",1,21,2,,,,,,911.797973632813
"H39406-04-01",1,21,2,,,,,,911.797973632813
"H39407-04-01",1,21,2,,,,,,911.797973632813
"H39408-04-01",2,21,2,,,,,,911.797973632813
"H39409-04-01",3,21,2,,,,,,911.797973632813
"H39410-04-01",3,21,2,,,,,,911.797973632813
"H39501-04-01",1,21,2,,,,,,1220.53100585938
"H39502-04-01",1,21,2,,,,,,1220.53100585938
"H39503-04-01",1,21,2,,,,,,1220.53100585938
"H39504-04-01",1,21,2,,,,,,1220.53100585938
"H39505-04-01",6,21,2,,,,,,1220.53100585938
"H39506-04-01",1,21,2,,,,,,1220.53100585938
"H39507-04-01",1,21,2,,,,,,1220.53100585938
"H39509-04-01",1,21,2,,,,,,1220.53100585938
"H39510-04-01",1,21,2,,,,,,1220.53100585938
"H39601-04-01",4,21,2,,,,,,1151.29089355469
"H39602-04-01",4,21,2,,,,,,1151.29089355469
"H39603-04-01",96,21,2,,,,,,1151.29089355469
"H39604-04-01",1,21,2,,,,,,1151.29089355469
"H39605-04-01",4,21,2,,,,,,1151.29089355469
"H39606-04-01",1,21,2,,,,,,1151.29089355469
"H39607-04-01",4,21,2,,,,,,1151.29089355469
"H39608-04-01",4,21,2,,,,,,1151.29089355469
"H39609-04-01",1,21,2,,,,,,1151.29089355469
"H39610-04-01",1,21,2,,,,,,1151.29089355469
"H39701-04-01",1,21,2,,,,,,1330.84216308594
"H39702-04-01",1,21,2,,,,,,1330.84216308594
"H39703-04-01",1,21,2,,,,,,1330.84216308594
"H39704-04-01",1,21,2,,,,,,1330.84216308594
"H39705-04-01",1,21,2,,,,,,1330.84216308594
"H39706-04-01",1,21,2,,,,,,1330.84216308594
"H39707-04-01",1,21,2,,,,,,1330.84216308594
"H39708-04-01",1,21,2,,,,,,1330.84216308594
"H39709-04-01",3,21,2,,,,,,1330.84216308594
"H39710-04-01",1,21,2,,,,,,1330.84216308594
"H39801-04-01",3,21,2,,,,,,1933.7021484375
"H39802-04-01",1,21,2,,,,,,1933.7021484375
"H39803-04-01",7,21,2,,,,,,1933.7021484375
"H39804-04-01",1,21,2,,,,,,1933.7021484375
"H39805-04-01",1,21,2,,,,,,1933.7021484375
"H39806-04-01",1,21,2,,,,,,1933.7021484375
"H39807-04-01",1,21,2,,,,,,1933.7021484375
"H39808-04-01",1,21,2,,,,,,1933.7021484375
"H39809-04-01",1,21,2,,,,,,1933.7021484375
"H39810-04-01",1,21,2,,,,,,1933.7021484375
"H39901-04-01",1,21,2,,,,,,1611.22216796875
"H39902-04-01",1,21,2,,,,,,1611.22216796875
"H39903-04-01",1,21,2,,,,,,1611.22216796875
"H39904-04-01",1,21,2,,,,,,1611.22216796875
"H39905-04-01",1,21,2,,,,,,1611.22216796875
"H39906-04-01",1,21,2,,,,,,1611.22216796875
"H39907-04-01",1,21,2,,,,,,1611.22216796875
"H39908-04-01",1,21,2,,,,,,1611.22216796875
"H39909-04-01",1,21,2,,,,,,1611.22216796875
"H39910-04-01",1,21,2,,,,,,1611.22216796875
"H40001-04-01",1,21,2,,,,,,1763.8642578125
"H40002-04-01",1,21,2,,,,,,1763.8642578125
"H40003-04-01",1,21,2,,,,,,1763.8642578125
"H40004-04-01",1,21,2,,,,,,1763.8642578125
"H40005-04-02",1,21,2,,,,,,1763.8642578125
"H40006-04-01",1,21,2,,,,,,1763.8642578125
"H40007-04-01",4,21,2,,,,,,1763.8642578125
"H40008-04-01",1,21,2,,,,,,1763.8642578125
"H40009-04-01",3,21,2,,,,,,1763.8642578125
"H40010-04-01",1,21,2,,,,,,1763.8642578125
"H40101-04-01",1,21,2,,,,,,4319.05126953125
"H40102-04-01",4,21,2,,,,,,4319.05126953125
"H40103-04-01",1,21,2,,,,,,4319.05126953125
"H40104-04-01",3,21,2,,,,,,4319.05126953125
"H40105-04-01",1,21,2,,,,,,4319.05126953125
"H40106-04-01",3,21,2,,,,,,4319.05126953125
"H40107-04-01",1,21,2,,,,,,4319.05126953125
"H40108-04-01",1,21,2,,,,,,4319.05126953125
"H40109-04-01",3,21,2,,,,,,4319.05126953125
"H40110-04-01",1,21,2,,,,,,4319.05126953125
"H40201-04-01",1,21,2,,,,,,3219.75244140625
"H40202-04-01",1,21,2,,,,,,3219.75244140625
"H40203-04-01",1,21,2,,,,,,3219.75244140625
"H40204-04-01",1,21,2,,,,,,3219.75244140625
"H40205-04-01",1,21,2,,,,,,3219.75244140625
"H40206-04-01",1,21,2,,,,,,3219.75244140625
"H40207-04-01",1,21,2,,,,,,3219.75244140625
"H40208-04-01",4,21,2,,,,,,3219.75244140625
"H40209-04-01",1,21,2,,,,,,3219.75244140625
"H40210-04-01",1,21,2,,,,,,3219.75244140625
"H40301-04-01",1,21,2,,,,,,1800.61120605469
"H40302-04-01",3,21,2,,,,,,1800.61120605469
"H40303-04-01",1,21,2,,,,,,1800.61120605469
"H40304-04-01",1,21,2,,,,,,1800.61120605469
"H40305-04-01",1,21,2,,,,,,1800.61120605469
"H40306-04-01",1,21,2,,,,,,1800.61120605469
"H40307-04-01",1,21,2,,,,,,1800.61120605469
"H40308-04-01",3,21,2,,,,,,1800.61120605469
"H40309-04-01",1,21,2,,,,,,1800.61120605469
"H40310-04-01",1,21,2,,,,,,1800.61120605469
"H40401-04-01",1,21,2,,,,,,2133.70678710938
"H40402-04-01",1,21,2,,,,,,2133.70678710938
"H40403-04-01",1,21,2,,,,,,2133.70678710938
"H40404-04-01",3,21,2,,,,,,2133.70678710938
"H40405-04-01",1,21,1,30000,,"P40405-001","P40405-002",,2133.70678710938
"H40406-04-01",1,21,2,,,,,,2133.70678710938
"H40407-04-01",1,21,2,,,,,,2133.70678710938
"H40408-04-01",1,21,2,,,,,,2133.70678710938
"H40409-04-01",1,21,2,,,,,,2133.70678710938
"H40410-04-01",1,21,2,,,,,,2133.70678710938
"H40501-04-01",1,21,2,,,,,,2694.79272460938
"H40502-04-01",1,21,2,,,,,,2694.79272460938
"H40503-04-01",4,21,2,,,,,,2694.79272460938
"H40504-04-01",1,21,2,,,,,,2694.79272460938
"H40505-04-01",4,21,2,,,,,,2694.79272460938
"H40506-04-01",4,21,2,,,,,,2694.79272460938
"H40507-04-01",1,21,2,,,,,,2694.79272460938
"H40508-04-01",4,21,2,,,,,,2694.79272460938
"H40509-04-01",1,21,2,,,,,,2694.79272460938
"H40510-04-01",1,21,2,,,,,,2694.79272460938
"H40601-04-01",4,21,2,,,,,,5655.76318359375
"H40602-04-01",3,21,2,,,,,,5655.76318359375
"H40603-04-01",1,21,1,420000,,"P40603-001","P40603-005",,5655.76318359375
"H40604-04-01",3,21,2,,,,,,5655.76318359375
"H40605-04-01",3,21,2,,,,,,5655.76318359375
"H40607-04-01",4,21,2,,,,,,5655.76318359375
"H40608-04-01",3,21,2,,,,,,5655.76318359375
"H40609-04-01",4,21,2,,,,,,5655.76318359375
"H40610-04-01",7,21,1,960000,,"P40610-001","-111",,5655.76318359375
"H40701-04-01",7,21,2,,,,,,2266.640625
"H40702-04-01",4,21,2,,,,,,2266.640625
"H40703-04-01",4,21,2,,,,,,2266.640625
"H40704-04-01",1,21,2,,,,,,2266.640625
"H40705-04-01",3,21,2,,,,,,2266.640625
"H40707-04-01",1,21,2,,,,,,2266.640625
"H40708-04-01",1,21,2,,,,,,2266.640625
"H40709-04-01",1,21,2,,,,,,2266.640625
"H40710-04-01",1,21,2,,,,,,2266.640625
"H40801-04-01",1,21,2,,,,,,3741.4892578125
"H40802-04-01",1,21,2,,,,,,3741.4892578125
"H40803-04-01",3,21,2,,,,,,3741.4892578125
"H40804-04-01",4,21,2,,,,,,3741.4892578125
"H40805-04-01",1,21,2,,,,,,3741.4892578125
"H40806-04-01",1,21,2,,,,,,3741.4892578125
"H40807-04-01",1,21,2,,,,,,3741.4892578125
"H40808-04-01",4,21,2,,,,,,3741.4892578125
"H40809-04-01",1,21,2,,,,,,3741.4892578125
"H40810-04-01",4,21,2,,,,,,3741.4892578125
"H40901-04-01",1,21,2,,,,,,4667.84765625
"H40902-04-01",1,21,2,,,,,,4667.84765625
"H40903-04-01",1,21,2,,,,,,4667.84765625
"H40904-04-01",1,21,2,,,,,,4667.84765625
"H40905-04-01",1,21,2,,,,,,4667.84765625
"H40906-04-01",4,21,2,,,,,,4667.84765625
"H40908-04-01",1,21,2,,,,,,4667.84765625
"H40909-04-01",1,21,2,,,,,,4667.84765625
"H40910-04-01",1,21,2,,,,,,4667.84765625
"H41001-04-01",1,21,2,,,,,,953.583068847656
"H41002-04-01",1,21,2,,,,,,953.583068847656
"H41003-04-01",1,21,2,,,,,,953.583068847656
"H41004-04-01",4,21,2,,,,,,953.583068847656
"H41005-04-01",7,21,2,,,,,,953.583068847656
"H41006-04-01",1,21,2,,,,,,953.583068847656
"H41007-04-01",4,21,2,,,,,,953.583068847656
"H41008-04-01",1,21,2,,,,,,953.583068847656
"H41009-04-01",1,21,2,,,,,,953.583068847656
