"HHID","h12q1","h12q2","wgt_X"
"H36505-04-01",1,"P36505-001",3002.18090820313
"H36506-04-01",1,"P36506-002",3002.18090820313
"H36507-04-01",2,,3002.18090820313
"H36508-04-01",1,"P36508-001",3002.18090820313
"H36509-04-01",2,,3002.18090820313
"H36601-04-01",2,,2500.58227539063
"H36602-04-01",2,,2500.58227539063
"H36603-04-01",1,"P36603-001",2500.58227539063
"H36604-04-01",2,,2500.58227539063
"H36605-04-01",1,"P36605-002",2500.58227539063
"H36606-04-01",2,,2500.58227539063
"H36607-04-01",1,"P36607-002",2500.58227539063
"H36608-04-01",2,,2500.58227539063
"H36609-04-01",2,,2500.58227539063
"H36610-04-01",1,"P36610-001",2500.58227539063
"H36701-04-01",1,"P36701-001",1059.42810058594
"H36702-04-01",1,"P36702-002",1059.42810058594
"H36703-04-01",1,"P36703-001",1059.42810058594
"H36704-04-01",1,"P36704-001",1059.42810058594
"H36705-04-01",1,"P36705-001",1059.42810058594
"H36706-04-01",2,,1059.42810058594
"H36707-04-01",1,"P36707-002",1059.42810058594
"H36708-04-01",2,,1059.42810058594
"H36709-04-01",2,,1059.42810058594
"H36710-04-01",2,,1059.42810058594
"H36801-04-01",1,"P36801-001",2047.62976074219
"H36802-04-01",1,"P36802-002",2047.62976074219
"H36803-04-01",2,,2047.62976074219
"H36804-04-01",1,"P36804-001",2047.62976074219
"H36805-04-01",2,,2047.62976074219
"H36806-04-01",2,,2047.62976074219
"H36807-04-01",2,,2047.62976074219
"H36809-04-01",2,,2047.62976074219
"H36810-04-01",1,"P36810-002",2047.62976074219
"H36901-04-01",1,"P36901-001",1252.86779785156
"H36902-04-01",2,,1252.86779785156
"H36903-04-01",1,"P36903-001",1252.86779785156
"H36904-04-01",1,"P36904-002",1252.86779785156
"H36905-04-01",1,"P36905-002",1252.86779785156
"H36906-04-01",2,,1252.86779785156
"H36907-04-01",1,"P36907-002",1252.86779785156
"H36908-04-01",2,,1252.86779785156
"H36909-04-01",1,"P36909-001",1252.86779785156
"H36910-04-01",1,"P36910-001",1252.86779785156
"H37001-04-01",2,,3347.30493164063
"H37002-04-01",1,"P37002-001",3347.30493164063
"H37003-04-01",2,,3347.30493164063
"H37004-04-01",2,,3347.30493164063
"H37005-04-01",2,,3347.30493164063
"H37006-04-01",1,"P37006-002",3347.30493164063
"H37007-04-01",1,"P37007-001",3347.30493164063
"H37008-04-01",1,"P37008-001",3347.30493164063
"H37009-04-01",1,"P37009-002",3347.30493164063
"H37010-04-01",2,,3347.30493164063
"H37101-04-01",1,"P37101-001",1267.58740234375
"H37102-04-01",2,,1267.58740234375
"H37103-04-01",2,,1267.58740234375
"H37104-04-01",2,,1267.58740234375
"H37105-04-01",2,,1267.58740234375
"H37106-04-01",2,,1267.58740234375
"H37107-04-01",2,,1267.58740234375
"H37108-04-01",2,,1267.58740234375
"H37109-04-01",1,"P37109-001",1267.58740234375
"H37110-04-01",2,,1267.58740234375
"H37201-04-01",1,"P37201-002",2853.9248046875
"H37202-04-01",2,,2853.9248046875
"H37203-04-01",2,,2853.9248046875
"H37204-04-01",2,,2853.9248046875
"H37205-04-01",1,"P37205-002",2853.9248046875
"H37206-04-01",1,"P37206-001",2853.9248046875
"H37207-04-01",2,,2853.9248046875
"H37208-04-01",1,"P37208-001",2853.9248046875
"H37209-04-01",1,"P37209-001",2853.9248046875
"H37210-04-01",1,"P37210-001",2853.9248046875
"H37301-04-01",2,,2367.31103515625
"H37302-04-01",2,,2367.31103515625
"H37303-04-01",2,,2367.31103515625
"H37304-04-01",2,,2367.31103515625
"H37305-04-01",2,,2367.31103515625
"H37306-04-01",1,"P37306-001",2367.31103515625
"H37307-04-01",2,,2367.31103515625
"H37308-04-01",2,,2367.31103515625
"H37309-04-01",2,,2367.31103515625
"H37310-04-01",2,,2367.31103515625
"H37401-04-01",2,,2993.59375
"H37402-04-01",2,,2993.59375
"H37403-04-01",2,,2993.59375
"H37404-04-01",1,"P37404-002",2993.59375
"H37405-04-01",2,,2993.59375
"H37406-04-01",2,,2993.59375
"H37407-04-01",2,,2993.59375
"H37408-04-01",1,"P37408-001",2993.59375
"H37409-04-01",2,,2993.59375
"H37410-04-01",2,,2993.59375
"H37501-04-01",1,"P37501-002",544.481567382813
"H37502-04-01",2,,544.481567382813
"H37503-04-01",2,,544.481567382813
"H37504-04-01",2,,544.481567382813
"H37505-04-01",2,,544.481567382813
"H37506-04-01",2,,544.481567382813
"H37507-04-01",2,,544.481567382813
"H37508-04-01",1,"P37508-016",544.481567382813
"H37509-04-01",2,,544.481567382813
"H37510-04-01",1,"P37510-002",544.481567382813
"H37601-04-01",1,"P37601-002",3280.814453125
"H37602-04-02",2,,3280.814453125
"H37603-04-01",2,,3280.814453125
"H37604-04-01",2,,3280.814453125
"H37605-04-01",1,"P37605-002",3280.814453125
"H37606-04-01",2,,3280.814453125
"H37607-04-01",2,,3280.814453125
"H37608-04-01",2,,3280.814453125
"H37609-04-01",1,"P37609-001",3280.814453125
"H37610-04-01",1,"P37610-002",3280.814453125
"H37701-04-01",2,,1595.68603515625
"H37702-04-01",2,,1595.68603515625
"H37703-04-01",2,,1595.68603515625
"H37704-04-01",1,"P37704-001",1595.68603515625
"H37705-04-01",2,,1595.68603515625
"H37706-04-01",2,,1595.68603515625
"H37707-04-01",1,"P37707-002",1595.68603515625
"H37709-04-01",2,,1595.68603515625
"H37710-04-01",2,,1595.68603515625
"H37801-04-01",2,,2097.82543945313
"H37802-04-01",2,,2097.82543945313
"H37803-04-01",2,,2097.82543945313
"H37804-04-01",2,,2097.82543945313
"H37805-04-01",2,,2097.82543945313
"H37806-04-01",2,,2097.82543945313
"H37807-04-01",1,"P37807-002",2097.82543945313
"H37808-04-01",2,,2097.82543945313
"H37809-04-01",2,,2097.82543945313
"H37810-04-01",2,,2097.82543945313
"H37901-04-01",2,,2645.49951171875
"H37902-04-01",1,"P37902-001",2645.49951171875
"H37903-04-01",1,"P37903-001",2645.49951171875
"H37905-04-01",2,,2645.49951171875
"H37906-04-01",1,"P37906-001",2645.49951171875
"H37907-04-01",2,,2645.49951171875
"H37908-04-01",2,,2645.49951171875
"H37909-04-01",1,"P37909-001",2645.49951171875
"H37910-04-01",2,,2645.49951171875
"H38001-04-01",2,,2108.638671875
"H38002-04-01",2,,2108.638671875
"H38003-04-01",1,"P38003-001",2108.638671875
"H38004-04-01",2,,2108.638671875
"H38006-04-01",2,,2108.638671875
"H38007-04-01",1,"P38007-001",2108.638671875
"H38008-04-01",2,,2108.638671875
"H38009-04-01",1,"P38009-001",2108.638671875
"H38010-04-01",2,,2108.638671875
"H38101-04-01",1,"P38101-002",2935.46557617188
"H38102-04-01",2,,2935.46557617188
"H38103-04-01",2,,2935.46557617188
"H38104-04-01",2,,2935.46557617188
"H38105-04-01",1,"P38105-001",2935.46557617188
"H38106-04-01",2,,2935.46557617188
"H38107-04-01",2,,2935.46557617188
"H38108-04-01",1,"P38108-002",2935.46557617188
"H38109-04-01",2,,2935.46557617188
"H38110-04-01",2,,2935.46557617188
"H38201-04-01",2,,4849.8994140625
"H38202-04-01",1,"P38202-001",4849.8994140625
"H38203-04-01",2,,4849.8994140625
"H38204-04-01",1,"P38204-001",4849.8994140625
"H38205-04-01",2,,4849.8994140625
"H38206-04-01",2,,4849.8994140625
"H38207-04-01",2,,4849.8994140625
"H38208-04-01",1,"P38208-002",4849.8994140625
"H38209-04-01",2,,4849.8994140625
"H38210-04-01",2,,4849.8994140625
"H38301-04-01",1,"P38301-001",2366.15893554688
"H38302-04-01",2,,2366.15893554688
"H38303-04-01",2,,2366.15893554688
"H38304-04-01",2,,2366.15893554688
"H38305-04-01",1,"P38305-002",2366.15893554688
"H38308-04-01",1,"P38308-001",2366.15893554688
"H38309-04-01",2,,2366.15893554688
"H38310-04-01",2,,2366.15893554688
"H38401-04-01",2,,2472.08251953125
"H38402-04-01",1,"P38402-001",2472.08251953125
"H38403-04-01",1,"P38403-001",2472.08251953125
"H38404-04-01",2,,2472.08251953125
"H38405-04-01",2,,2472.08251953125
"H38406-04-01",1,"P38406-001",2472.08251953125
"H38407-04-01",1,"P38407-002",2472.08251953125
"H38408-04-01",2,,2472.08251953125
"H38409-04-01",2,,2472.08251953125
"H38410-04-01",1,"P38410-001",2472.08251953125
"H38501-04-01",1,"P38501-001",326.926422119141
"H38502-04-01",1,"P38502-001",326.926422119141
"H38503-04-01",1,"P38503-001",326.926422119141
"H38504-04-01",1,"P38504-002",326.926422119141
"H38505-04-01",1,"P38505-002",326.926422119141
"H38506-04-01",1,"P38506-001",326.926422119141
"H38507-04-01",1,"P38507-002",326.926422119141
"H38508-04-01",2,,326.926422119141
"H38509-04-01",1,"P38509-001",326.926422119141
"H38510-04-01",1,"P38510-001",326.926422119141
"H38601-04-01",1,"P38601-001",3881.62280273438
"H38602-04-01",1,"P38602-002",3881.62280273438
"H38603-04-01",1,"P38603-002",3881.62280273438
"H38604-04-01",2,,3881.62280273438
"H38605-04-01",1,"P38605-001",3881.62280273438
"H38606-04-01",2,,3881.62280273438
"H38607-04-01",2,,3881.62280273438
"H38608-04-01",1,"P38608-001",3881.62280273438
"H38609-04-01",1,"P38609-001",3881.62280273438
"H38610-04-01",1,"P38610-001",3881.62280273438
"H38701-04-01",1,"P38701-002",1116.73669433594
"H38702-04-01",1,"P38702-001",1116.73669433594
"H38703-04-01",1,"P38703-001",1116.73669433594
"H38704-04-01",1,"P38704-001",1116.73669433594
"H38705-04-01",1,"P38705-001",1116.73669433594
"H38706-04-01",1,"P38706-001",1116.73669433594
"H38707-04-01",1,"P38707-001",1116.73669433594
"H38708-04-01",2,,1116.73669433594
"H38709-04-01",2,,1116.73669433594
"H38710-04-01",2,,1116.73669433594
"H38801-04-01",2,,2706.57373046875
"H38802-04-01",1,"P38802-001",2706.57373046875
"H38803-04-01",2,,2706.57373046875
"H38804-04-01",2,,2706.57373046875
"H38805-04-01",2,,2706.57373046875
"H38806-04-01",1,"P38806-001",2706.57373046875
"H38807-04-01",1,"P38807-001",2706.57373046875
"H38808-04-01",1,"P38808-001",2706.57373046875
"H38809-04-01",1,"P38809-001",2706.57373046875
"H38901-04-01",1,"P38901-001",959.520629882813
"H38902-04-01",1,"P38902-001",959.520629882813
"H38903-04-01",2,,959.520629882813
"H38904-04-01",1,"P38904-001",959.520629882813
"H38905-04-01",2,,959.520629882813
"H38906-04-01",1,"P38906-002",959.520629882813
"H38907-04-01",1,"P38907-001",959.520629882813
"H38908-04-01",1,"P38908-001",959.520629882813
"H38909-04-01",1,"P38909-002",959.520629882813
"H38910-04-01",2,,959.520629882813
"H39001-04-01",2,,1330.84216308594
"H39002-04-01",1,"P39002-002",1330.84216308594
"H39003-04-01",2,,1330.84216308594
"H39004-04-01",2,,1330.84216308594
"H39005-04-01",1,"P39005-002",1330.84216308594
"H39006-04-01",1,"P39006-001",1330.84216308594
"H39007-04-01",2,,1330.84216308594
"H39008-04-01",1,"P39008-002",1330.84216308594
"H39009-04-01",2,,1330.84216308594
"H39010-04-01",1,"P39010-001",1330.84216308594
"H39101-04-01",1,"P39101-001",3899.56103515625
"H39102-04-01",2,,3899.56103515625
"H39103-04-01",2,,3899.56103515625
"H39104-04-01",2,,3899.56103515625
"H39105-04-01",2,,3899.56103515625
"H39106-04-01",2,,3899.56103515625
"H39107-04-01",2,,3899.56103515625
"H39109-04-01",1,"P39109-002",3899.56103515625
"H39110-04-01",2,,3899.56103515625
"H39301-04-01",1,"P39301-002",2549.3349609375
"H39302-04-01",1,"P39302-001",2549.3349609375
"H39303-04-01",1,"P39303-001",2549.3349609375
"H39304-04-01",1,"P39304-002",2549.3349609375
"H39305-04-01",2,,2549.3349609375
"H39307-04-01",2,,2549.3349609375
"H39308-04-01",2,,2549.3349609375
"H39309-04-01",1,"P39309-002",2549.3349609375
"H39310-04-01",1,"P39310-002",2549.3349609375
"H39401-04-01",2,,911.797973632813
"H39402-04-01",2,,911.797973632813
"H39403-04-01",2,,911.797973632813
"H39404-04-01",1,"P39404-001",911.797973632813
"H39405-04-01",1,"P39405-004",911.797973632813
"H39406-04-01",1,"P39406-001",911.797973632813
"H39407-04-01",2,,911.797973632813
"H39408-04-01",2,,911.797973632813
"H39409-04-01",1,"P39409-001",911.797973632813
"H39410-04-01",2,,911.797973632813
"H39501-04-01",2,,1220.53100585938
"H39502-04-01",2,,1220.53100585938
"H39503-04-01",1,"P39503-002",1220.53100585938
"H39504-04-01",2,,1220.53100585938
"H39505-04-01",2,,1220.53100585938
"H39506-04-01",2,,1220.53100585938
"H39507-04-01",2,,1220.53100585938
"H39509-04-01",2,,1220.53100585938
"H39510-04-01",2,,1220.53100585938
"H39601-04-01",1,"P39601-001",1151.29089355469
"H39602-04-01",1,"P39602-001",1151.29089355469
"H39603-04-01",1,"P39603-001",1151.29089355469
"H39604-04-01",1,"P39604-001",1151.29089355469
"H39605-04-01",1,"P39605-001",1151.29089355469
"H39606-04-01",2,,1151.29089355469
"H39607-04-01",1,"P39607-001",1151.29089355469
"H39608-04-01",1,"P39608-005",1151.29089355469
"H39609-04-01",2,,1151.29089355469
"H39610-04-01",2,,1151.29089355469
"H39701-04-01",2,,1330.84216308594
"H39702-04-01",2,,1330.84216308594
"H39703-04-01",1,"P39703-001",1330.84216308594
"H39704-04-01",1,"P39704-001",1330.84216308594
"H39705-04-01",1,"P39705-001",1330.84216308594
"H39706-04-01",1,"P39706-002",1330.84216308594
"H39707-04-01",2,,1330.84216308594
"H39708-04-01",2,,1330.84216308594
"H39709-04-01",2,,1330.84216308594
"H39710-04-01",1,"P39710-002",1330.84216308594
"H39801-04-01",1,"P39801-002",1933.7021484375
"H39802-04-01",1,"P39802-002",1933.7021484375
"H39803-04-01",1,"P39803-001",1933.7021484375
"H39804-04-01",1,"P39804-001",1933.7021484375
"H39805-04-01",1,"P39805-001",1933.7021484375
"H39806-04-01",1,"P39806-002",1933.7021484375
"H39807-04-01",2,,1933.7021484375
"H39808-04-01",2,,1933.7021484375
"H39809-04-01",2,,1933.7021484375
"H39810-04-01",2,,1933.7021484375
"H39901-04-01",1,"P39901-001",1611.22216796875
"H39902-04-01",2,"P39902-002",1611.22216796875
"H39903-04-01",2,,1611.22216796875
"H39904-04-01",2,,1611.22216796875
"H39905-04-01",1,"P39905-002",1611.22216796875
"H39906-04-01",1,"P39906-001",1611.22216796875
"H39907-04-01",2,,1611.22216796875
"H39908-04-01",2,,1611.22216796875
"H39909-04-01",2,,1611.22216796875
"H39910-04-01",1,"P39910-001",1611.22216796875
"H40001-04-01",1,"P40001-001",1763.8642578125
"H40002-04-01",2,,1763.8642578125
"H40003-04-01",2,,1763.8642578125
"H40004-04-01",1,"P40004-002",1763.8642578125
"H40005-04-02",2,,1763.8642578125
"H40006-04-01",2,,1763.8642578125
"H40007-04-01",1,"P40007-001",1763.8642578125
"H40008-04-01",2,,1763.8642578125
"H40009-04-01",1,"P40009-002",1763.8642578125
"H40010-04-01",2,,1763.8642578125
"H40101-04-01",2,,4319.05126953125
"H40102-04-01",1,"P40102-001",4319.05126953125
"H40103-04-01",1,"P40103-001",4319.05126953125
"H40104-04-01",2,,4319.05126953125
"H40105-04-01",2,,4319.05126953125
"H40106-04-01",1,"P40106-002",4319.05126953125
"H40107-04-01",1,"P40107-001",4319.05126953125
"H40108-04-01",2,,4319.05126953125
"H40109-04-01",1,"P40109-002",4319.05126953125
"H40110-04-01",1,"P40110-001",4319.05126953125
"H40201-04-01",2,,3219.75244140625
"H40202-04-01",1,"P40202-002",3219.75244140625
"H40203-04-01",2,,3219.75244140625
"H40204-04-01",1,"P40204-001",3219.75244140625
"H40205-04-01",2,,3219.75244140625
"H40206-04-01",1,"P40206-002",3219.75244140625
"H40207-04-01",2,,3219.75244140625
"H40208-04-01",1,"P40208-002",3219.75244140625
"H40209-04-01",1,"P40209-001",3219.75244140625
"H40210-04-01",1,"P40210-001",3219.75244140625
"H40301-04-01",1,"P40301-001",1800.61120605469
"H40302-04-01",1,"P40302-001",1800.61120605469
"H40303-04-01",2,,1800.61120605469
"H40304-04-01",2,,1800.61120605469
"H40305-04-01",2,,1800.61120605469
"H40306-04-01",2,,1800.61120605469
"H40307-04-01",2,,1800.61120605469
"H40308-04-01",2,,1800.61120605469
"H40309-04-01",1,"P40309-001",1800.61120605469
"H40310-04-01",2,,1800.61120605469
"H40401-04-01",2,,2133.70678710938
"H40402-04-01",2,,2133.70678710938
"H40403-04-01",2,,2133.70678710938
"H40404-04-01",2,,2133.70678710938
"H40405-04-01",1,"P40405-001",2133.70678710938
"H40406-04-01",2,,2133.70678710938
"H40407-04-01",1,"P40407-002",2133.70678710938
"H40408-04-01",2,,2133.70678710938
"H40409-04-01",2,,2133.70678710938
"H40410-04-01",1,"P40410-001",2133.70678710938
"H40501-04-01",2,,2694.79272460938
"H40502-04-01",2,,2694.79272460938
"H40503-04-01",1,"P40503-002",2694.79272460938
"H40504-04-01",1,"P40504-002",2694.79272460938
"H40505-04-01",1,"P40505-001",2694.79272460938
"H40506-04-01",1,"P40506-001",2694.79272460938
"H40507-04-01",2,,2694.79272460938
"H40508-04-01",1,"P40508-001",2694.79272460938
"H40509-04-01",1,"P40509-002",2694.79272460938
"H40510-04-01",2,,2694.79272460938
"H40601-04-01",1,"P40601-002",5655.76318359375
"H40602-04-01",2,,5655.76318359375
"H40603-04-01",2,,5655.76318359375
"H40604-04-01",2,,5655.76318359375
"H40605-04-01",2,,5655.76318359375
"H40607-04-01",1,"P40607-001",5655.76318359375
"H40608-04-01",1,"P40608-001",5655.76318359375
"H40609-04-01",1,"P40609-001",5655.76318359375
"H40610-04-01",1,"P40610-001",5655.76318359375
"H40701-04-01",2,,2266.640625
"H40702-04-01",1,"P40702-002",2266.640625
"H40703-04-01",1,"P40703-001",2266.640625
"H40704-04-01",1,"P40704-001",2266.640625
"H40705-04-01",2,,2266.640625
"H40707-04-01",2,,2266.640625
"H40708-04-01",2,,2266.640625
"H40709-04-01",2,,2266.640625
"H40710-04-01",2,,2266.640625
"H40801-04-01",1,"P40801-001",3741.4892578125
"H40802-04-01",1,"P40802-002",3741.4892578125
"H40803-04-01",2,,3741.4892578125
"H40804-04-01",1,"P40804-001",3741.4892578125
"H40805-04-01",2,,3741.4892578125
"H40806-04-01",2,,3741.4892578125
"H40807-04-01",2,,3741.4892578125
"H40808-04-01",1,"P40808-002",3741.4892578125
"H40809-04-01",2,,3741.4892578125
"H40810-04-01",1,"P40810-001",3741.4892578125
"H40901-04-01",2,,4667.84765625
"H40902-04-01",2,,4667.84765625
"H40903-04-01",2,,4667.84765625
"H40904-04-01",2,,4667.84765625
"H40905-04-01",2,,4667.84765625
"H40906-04-01",1,"P40906-001",4667.84765625
"H40908-04-01",2,,4667.84765625
"H40909-04-01",2,,4667.84765625
"H40910-04-01",2,,4667.84765625
"H41001-04-01",2,,953.583068847656
"H41002-04-01",2,,953.583068847656
"H41003-04-01",2,,953.583068847656
"H41004-04-01",1,"P41004-001",953.583068847656
"H41005-04-01",2,,953.583068847656
"H41006-04-01",2,,953.583068847656
"H41007-04-01",1,"P41007-001",953.583068847656
"H41008-04-01",1,"P41008-002",953.583068847656
"H41009-04-01",2,,953.583068847656
"H41010-04-01",2,,953.583068847656
"H41101-04-01",1,"P41101-001",3022.623046875
"H41102-04-01",1,"P41102-001",3022.623046875
"H41103-04-01",1,"P41103-001",3022.623046875
"H41104-04-01",1,"P41104-001",3022.623046875
"H41106-04-01",1,"P41106-001",3022.623046875
"H41107-04-01",1,"P41107-001",3022.623046875
"H41108-04-01",1,"P41108-002",3022.623046875
"H41109-04-01",1,"P41109-001",3022.623046875
"H41110-04-01",1,"P41110-001",3022.623046875
"H41201-04-01",1,"P41201-002",5796.548828125
"H41202-04-01",2,,5796.548828125
"H41203-04-01",1,"P41203-001",5796.548828125
"H41204-04-01",1,"P41204-001",5796.548828125
"H41205-04-01",1,"P41205-002",5796.548828125
"H41206-04-01",1,"P41206-001",5796.548828125
"H41207-04-01",2,,5796.548828125
"H41208-04-01",1,"P41208-002",5796.548828125
"H41209-04-01",2,,5796.548828125
"H41210-04-01",2,,5796.548828125
"H41301-04-01",2,,2583.84936523438
"H41302-04-01",2,,2583.84936523438
"H41303-04-01",2,,2583.84936523438
"H41304-04-01",1,"P41304-002",2583.84936523438
"H41305-04-01",2,,2583.84936523438
"H41306-04-01",2,,2583.84936523438
"H41307-04-01",2,,2583.84936523438
"H41308-04-01",2,,2583.84936523438
"H41309-04-01",2,,2583.84936523438
"H41310-04-01",2,,2583.84936523438
"H41401-04-01",2,,2895.740234375
"H41402-04-01",1,"P41402-002",2895.740234375
"H41403-04-01",2,,2895.740234375
"H41404-04-01",2,,2895.740234375
"H41405-04-01",2,,2895.740234375
"H41406-04-01",2,,2895.740234375
"H41407-04-01",2,,2895.740234375
"H41408-04-01",2,,2895.740234375
"H41409-04-01",1,"P41409-001",2895.740234375
"H41410-04-01",2,,2895.740234375
"H41501-04-01",1,"P41501-002",4312.05419921875
"H41502-04-01",2,,4312.05419921875
"H41503-04-01",1,"P41503-001",4312.05419921875
"H41504-04-01",2,,4312.05419921875
"H41505-04-01",2,,4312.05419921875
"H41508-04-01",1,"P41508-005",4312.05419921875
"H41509-04-01",2,,4312.05419921875
"H41510-04-01",1,"P41510-001",4312.05419921875
"H41601-04-01",1,"P41601-004",1703.13720703125
"H41602-04-01",1,"P41602-002",1703.13720703125
"H41603-04-01",2,,1703.13720703125
"H41604-04-01",2,,1703.13720703125
"H41605-04-01",1,"P41605-002",1703.13720703125
"H41606-04-01",1,"P41606-002",1703.13720703125
"H41607-04-01",1,"P41607-001",1703.13720703125
"H41609-04-01",2,,1703.13720703125
"H41610-04-01",1,"P41610-002",1703.13720703125
"H41701-04-01",2,,2704.7509765625
"H41702-04-01",2,,2704.7509765625
"H41703-04-01",2,,2704.7509765625
"H41704-04-01",2,,2704.7509765625
"H41705-04-01",2,,2704.7509765625
"H41706-04-01",1,"P41706-001",2704.7509765625
"H41707-04-01",2,,2704.7509765625
"H41708-04-01",2,,2704.7509765625
"H41709-04-01",2,,2704.7509765625
"H41710-04-01",2,,2704.7509765625
"H41801-04-01",2,,2529.2197265625
"H41802-04-01",2,,2529.2197265625
"H41803-04-01",2,,2529.2197265625
"H41804-04-01",2,,2529.2197265625
"H41805-04-01",2,,2529.2197265625
"H41806-04-01",1,"P41806-002",2529.2197265625
"H41807-04-01",2,,2529.2197265625
"H41808-04-01",2,,2529.2197265625
"H41809-04-01",2,,2529.2197265625
"H41810-04-01",2,,2529.2197265625
"H41901-04-01",2,,2738.48071289063
"H41902-04-01",2,,2738.48071289063
"H41903-04-01",2,,2738.48071289063
"H41904-04-01",2,,2738.48071289063
"H41905-04-01",1,"P41905-001",2738.48071289063
"H41906-04-01",2,,2738.48071289063
"H41907-04-01",2,,2738.48071289063
"H41908-04-01",2,,2738.48071289063
"H41909-04-01",2,,2738.48071289063
"H41910-04-01",2,,2738.48071289063
"H42001-04-01",2,,4114.3056640625
"H42002-04-01",2,,4114.3056640625
"H42003-04-01",2,,4114.3056640625
"H42004-04-01",1,"P42004-002",4114.3056640625
"H42006-04-01",2,,4114.3056640625
"H42007-04-01",2,,4114.3056640625
"H42008-04-01",2,,4114.3056640625
"H42009-04-01",2,,4114.3056640625
"H42010-04-01",2,,4114.3056640625
"H42101-04-01",1,"P42101-002",6198.29052734375
"H42102-04-01",1,"P42102-001",6198.29052734375
"H42103-04-01",2,,6198.29052734375
"H42104-04-01",2,,6198.29052734375
"H42105-04-01",2,,6198.29052734375
"H42106-04-01",2,,6198.29052734375
"H42107-04-01",2,,6198.29052734375
"H42108-04-01",2,,6198.29052734375
"H42109-04-01",2,,6198.29052734375
"H42110-04-01",2,,6198.29052734375
"H42201-04-02",2,,2960.76196289063
"H42202-04-01",2,,2960.76196289063
"H42203-04-01",2,,2960.76196289063
"H42204-04-01",2,,2960.76196289063
"H42205-04-01",2,,2960.76196289063
"H42206-04-01",1,"P42206-001",2960.76196289063
"H42207-04-01",1,"P42207-001",2960.76196289063
"H42208-04-01",2,,2960.76196289063
"H42210-04-01",1,"P42210-001",2960.76196289063
"H42301-04-01",1,"P42301-004",3080.41040039063
"H42302-04-01",2,,3080.41040039063
"H42303-04-01",2,,3080.41040039063
"H42304-04-01",2,,3080.41040039063
"H42305-04-01",2,,3080.41040039063
"H42306-04-01",1,"P42306-001",3080.41040039063
"H42307-04-01",2,,3080.41040039063
"H42308-04-01",2,,3080.41040039063
"H42309-04-01",2,,3080.41040039063
"H42310-04-01",2,,3080.41040039063
"H42401-04-01",1,"P42401-001",1819.81176757813
"H42402-04-02",2,,1819.81176757813
"H42403-04-01",2,,1819.81176757813
"H42404-04-02",1,"P42404-002",1819.81176757813
"H42405-04-01",1,"P42405-002",1819.81176757813
"H42406-04-01",2,,1819.81176757813
"H42407-04-01",1,"P42407-002",1819.81176757813
"H42408-04-01",1,"P42408-004",1819.81176757813
"H42409-04-01",1,"P42409-001",1819.81176757813
"H42410-04-01",1,"P42410-002",1819.81176757813
"H42501-04-01",2,,1631.22888183594
"H42502-04-01",1,"P42502-002",1631.22888183594
"H42503-04-01",1,"P42503-001",1631.22888183594
"H42504-04-01",2,,1631.22888183594
"H42505-04-01",2,,1631.22888183594
"H42506-04-01",2,,1631.22888183594
"H42507-04-01",2,,1631.22888183594
"H42508-04-01",1,"P42508-001",1631.22888183594
"H42509-04-01",2,,1631.22888183594
"H42510-04-01",2,,1631.22888183594
"H42601-04-01",1,"P42601-001",1876.29406738281
"H42602-04-01",2,,1876.29406738281
"H42603-04-01",1,"P42603-003",1876.29406738281
"H42604-04-01",2,,1876.29406738281
"H42605-04-01",2,,1876.29406738281
"H42606-04-01",1,"P42606-001",1876.29406738281
"H42607-04-01",1,"P42607-001",1876.29406738281
"H42608-04-01",2,,1876.29406738281
"H42609-04-01",1,"P42609-001",1876.29406738281
"H42610-04-01",2,,1876.29406738281
"H42701-04-01",2,,5849.3955078125
"H42702-04-01",1,"P42702-001",5849.3955078125
"H42703-04-01",2,,5849.3955078125
"H42704-04-01",2,,5849.3955078125
"H42705-04-01",2,,5849.3955078125
"H42706-04-01",2,,5849.3955078125
"H42707-04-01",1,"P42707-001",5849.3955078125
"H42708-04-01",2,,5849.3955078125
"H42709-04-01",2,,5849.3955078125
"H42710-04-01",2,,5849.3955078125
"H42801-04-01",2,,2685.92578125
"H42802-04-01",2,,2685.92578125
"H42803-04-01",2,,2685.92578125
"H42804-04-01",2,,2685.92578125
"H42805-04-01",2,,2685.92578125
"H42806-04-01",2,,2685.92578125
"H42807-04-01",1,"P42807-001",2685.92578125
"H42808-04-01",2,,2685.92578125
"H42809-04-01",2,,2685.92578125
"H42810-04-01",2,,2685.92578125
"H42901-04-01",2,,2508.931640625
"H42902-04-01",2,,2508.931640625
"H42903-04-01",2,,2508.931640625
"H42904-04-01",2,,2508.931640625
"H42905-04-01",2,,2508.931640625
"H42906-04-01",1,"P42906-002",2508.931640625
"H42907-04-01",2,,2508.931640625
"H42908-04-01",2,,2508.931640625
"H42909-04-01",2,,2508.931640625
"H42910-04-01",1,"P42910-001",2508.931640625
"H43001-04-01",2,,4328.96435546875
"H43002-04-01",1,"P43002-001",4328.96435546875
"H43003-04-01",2,,4328.96435546875
"H43004-04-01",2,,4328.96435546875
"H43005-04-01",1,"P43005-001",4328.96435546875
"H43006-04-01",2,,4328.96435546875
"H43007-04-01",2,,4328.96435546875
"H43008-04-01",1,"P43008-001",4328.96435546875
"H43009-04-01",2,,4328.96435546875
"H43010-04-01",2,,4328.96435546875
