"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
51010401,3,1,,1.5,5101008,2,3,1,1,2,999,1,5,1,2013,0,3,,,75,1,1,2,3,2,,8,,4,5101007,5101011,2,,,5101007,5101011,"H05101-04-01",2792.466796875
51020401,1,1,3.50999999046326,2.5,5102002,1,,1,1,2,999,1,1,1,2002,2,1,,50,30,2,2,2,3,2,,,,4,5102001,99999999,2,,,5102001,99999999,"H05102-04-01",2792.466796875
51020401,2,1,1.3400000333786,1,5102002,1,,2,1,2,2012,1,1,1,9999,,,,25,50,6,3,2,2,2,,,,4,5102002,,2,,,5102002,5102001,"H05102-04-01",2792.466796875
51020401,3,1,,0.5,5102002,2,4,4,1,1,999,1,2,2,9999,,,,80,80,3,1,2,3,1,6,6,8,3,,,2,5102002,99999999,5102002,99999999,"H05102-04-01",2792.466796875
51030401,1,1,0.150000005960464,0.25,5103002,1,,1,1,1,1999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,3,,,2,5103001,5103002,5103001,5103002,"H05103-04-01",2792.466796875
51030401,2,1,0.340000003576279,0.25,5103002,1,,1,1,1,2010,1,1,1,2012,0,3,,100,100,1,2,2,2,2,,,,3,,,2,5103001,5103002,5103001,5103002,"H05103-04-01",2792.466796875
51050401,1,1,2.41000008583069,2,5105001,1,,1,1,2,1980,1,1,1,2012,0,3,,70,100,1,2,2,2,2,,,,3,,,2,5105001,5105002,5105001,5105002,"H05105-04-01",2792.466796875
51050401,2,1,0.829999983310699,0.5,5105001,1,,2,1,1,2011,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,5105001,5105002,5105001,5105002,"H05105-04-01",2792.466796875
51060401,1,1,1.47000002861023,1,5106003,1,,1,1,2,999,1,1,1,9999,,,,70,100,1,1,2,2,2,,,,3,,,2,5106001,5106003,5106003,5106001,"H05106-04-01",2792.466796875
51060401,2,1,1.71000003814697,1.5,5106003,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,5106001,5106003,5106003,5106001,"H05106-04-01",2792.466796875
51070401,1,1,,0.200000002980232,5107001,2,2,1,1,2,1984,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,5107001,99999999,2,,,5107001,99999999,"H05107-04-01",2792.466796875
51080401,1,1,0.119999997317791,0.200000002980232,5108002,1,,1,1,1,999,1,2,2,9999,,,,100,100,3,3,2,3,2,,,,3,,,2,5108001,99999999,5108001,99999999,"H05108-04-01",2792.466796875
51080401,2,1,0.280000001192093,0.200000002980232,5108002,1,,1,1,2,999,1,1,1,9999,,,,70,70,3,2,2,2,2,,,,4,5108001,5108002,2,,,5108001,5108009,"H05108-04-01",2792.466796875
51080401,3,1,,1,5108002,2,1,3,1,1,2010,1,1,1,9999,,,,100,100,2,2,2,1,2,,,,3,,,2,5108001,99999999,5108001,5108002,"H05108-04-01",2792.466796875
51080401,4,1,0.219999998807907,0.5,5108002,1,,2,1,1,999,1,1,1,9999,,,,80,80,3,1,2,3,2,,,,3,,,2,5108001,99999999,5108001,5108002,"H05108-04-01",2792.466796875
51090401,1,1,,1,5109002,2,2,1,4,2,1978,1,1,1,9999,,,,100,100,1,3,2,2,2,,,,4,5109002,5109003,2,,,5109002,5109003,"H05109-04-01",2792.466796875
51090401,2,1,,1,5109002,2,2,1,1,2,1977,1,1,5,2012,1,3,,50,,1,3,2,3,2,,,,2,,,2,5109002,5109003,5109002,5109003,"H05109-04-01",2792.466796875
53020401,1,1,,1.25,5302002,2,2,1,1,1,1996,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,5302001,99999999,2,,,5302001,5302002,"H05302-04-01",2792.466796875
53020401,2,1,,3,5302002,2,2,3,1,2,999,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,3,,,2,5302001,5302002,5302001,5302002,"H05302-04-01",2792.466796875
53030401,1,1,7,10,5303001,1,,1,1,2,1994,1,1,1,2012,2,3,,75,75,3,2,2,3,2,,,,4,5303001,99999999,1,,,5303001,99999999,"H05303-04-01",2792.466796875
53040401,1,1,3.74000000953674,7,5304001,1,,1,1,1,1975,1,1,1,9999,,,,90,90,3,1,2,3,2,,,,3,,,2,5304002,5304001,5304001,5304002,"H05304-04-01",2792.466796875
53040401,2,1,,0.5,5304001,2,2,1,1,2,2013,1,5,1,2012,1,1,,,100,3,1,2,3,2,,,,4,5304004,99999999,2,,,5304004,99999999,"H05304-04-01",2792.466796875
53050401,1,1,2.88000011444092,3,5305001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,5305001,5305002,2,,,5305001,5305002,"H05305-04-01",465.4111328125
53050401,2,1,,0.25,5305001,2,1,3,1,2,999,2,1,5,9999,,,,100,,1,1,2,3,2,,,,4,5305001,5305002,2,,,5305001,5305002,"H05305-04-01",465.4111328125
53050402,1,1,1.76999998092651,1.5,5305035,1,,3,1,2,2010,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,5305035,,2,,,5305035,5305036,"H05305-04-02",465.4111328125
53050403,1,1,0.990000009536743,1,5305003,1,,1,1,2,999,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,5305003,5305039,2,,,5305003,5305039,"H05305-04-03",465.4111328125
53060401,1,1,0.620000004768372,1,5306001,1,,1,4,1,1992,1,2,1,2013,0,3,,50,70,1,2,2,3,2,,,,4,5306001,,2,,,5306001,99999999,"H05306-04-01",1396.2333984375
53080401,1,1,1.48000001907349,2,5308002,1,,1,4,2,1996,1,2,2,9999,,,,100,80,1,2,2,2,2,,,,4,5308001,99999999,2,,,5308001,99999999,"H05308-04-01",2792.466796875
53090401,1,1,,4,5309001,2,2,1,4,1,1980,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,5309001,,2,,,5309001,99999999,"H05309-04-01",2792.466796875
53090401,2,1,,1,5309001,2,2,2,4,2,1994,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,5309001,,2,,,5309001,99999999,"H05309-04-01",2792.466796875
53100401,1,1,,9,5310001,2,4,1,1,1,1958,1,1,1,2013,1,3,,100,50,2,2,2,3,2,,,,3,,,1,5310001,99999999,5310001,99999999,"H05310-04-01",1396.2333984375
53100402,1,1,,2,5310002,2,4,1,1,2,2012,1,96,1,9999,,,,,70,2,2,2,3,2,,,,2,,,1,5310002,5310007,5310002,,"H05310-04-02",1396.2333984375
54030401,1,1,3.21000003814697,3,5403001,1,,1,1,2,1963,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,1,,,2,5403001,99999999,5403001,99999999,"H05403-04-01",2792.46655273438
54040401,1,1,0.699999988079071,0.75,5404001,1,,2,1,1,1997,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,5404001,,2,,,5404001,5404003,"H05404-04-01",2792.46655273438
54040401,2,1,,0.5,5404001,2,1,3,1,2,2001,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,5404001,,2,,,5404001,5404003,"H05404-04-01",2792.46655273438
54040401,3,1,4.53000020980835,2,5404001,1,,3,1,1,1979,1,1,1,9999,,,,80,80,3,2,2,3,2,,,,3,,,2,5404001,99999999,5404001,5404003,"H05404-04-01",2792.46655273438
54040401,4,1,0.360000014305115,0.5,5404001,1,,2,1,2,1997,1,3,3,9999,,,50000,,,3,1,2,3,2,,,,4,5404004,5404001,2,,,5404001,5404004,"H05404-04-01",2792.46655273438
54040401,5,1,,1,5404001,2,2,3,1,1,1979,1,3,3,9999,,,50000,,,3,2,2,3,2,,,,3,,,2,5404001,99999999,5404001,5404003,"H05404-04-01",2792.46655273438
54050401,1,1,0.75,1,5405001,1,,1,1,2,1971,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,5405001,99999999,1,,,5405001,99999999,"H05405-04-01",2792.46655273438
54070401,1,1,0.980000019073486,1,5407001,1,,1,1,2,1980,1,2,2,9999,,,,100,100,1,2,2,3,1,2,10,8,1,,,2,5407001,5407008,5407001,5407008,"H05407-04-01",1396.23327636719
54090401,1,1,,3,5409008,2,2,1,1,2,999,1,2,1,9999,,,,100,100,3,2,2,3,2,,,,4,5409001,,2,,,5409001,5409008,"H05409-04-01",2792.46655273438
54090401,2,1,0.779999971389771,1,5409008,1,,1,1,2,999,1,2,2,9999,,,,100,100,3,2,2,3,2,,,,4,5409001,5409002,2,,,5409001,5409002,"H05409-04-01",2792.46655273438
54090401,3,1,1.55999994277954,2,5409008,1,,2,1,2,999,1,1,1,9999,,,,70,70,1,2,2,3,2,,,,4,5409001,5409002,2,,,5409001,5409002,"H05409-04-01",2792.46655273438
54090401,4,1,,0.5,5409008,2,2,2,1,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,5409001,5409002,2,,,5409001,5409002,"H05409-04-01",2792.46655273438
54090401,5,1,,1,5409008,2,2,2,1,2,999,1,3,3,2011,3,1,0,,,1,2,2,3,2,,,,4,5409001,5409002,2,,,5409001,5409002,"H05409-04-01",2792.46655273438
54100401,1,1,1.87000000476837,3,5410006,1,,1,1,3,1954,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,5410006,99999999,5410006,99999999,"H05410-04-01",2792.46655273438
54100401,2,1,,1,5410006,2,2,1,1,2,1975,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,5410006,99999999,5410006,99999999,"H05410-04-01",2792.46655273438
54100401,3,1,,1,5410006,2,2,1,1,2,1975,1,1,1,9999,,,,100,50,1,2,2,2,2,,,,3,,,2,5410006,99999999,5410006,99999999,"H05410-04-01",2792.46655273438
54120401,1,1,1.28999996185303,1,5412007,1,,1,1,2,1995,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,5412007,5412008,2,,,5412007,5412008,"H05412-04-01",930.822265625
54120402,1,1,2.13000011444092,2,5412001,1,,1,2,2,1974,1,1,1,2013,4,3,,80,80,1,1,2,3,2,,,,3,,,2,5412013,99999999,5412013,5412001,"H05412-04-02",930.822265625
54120402,2,1,,2,5412001,2,1,1,2,2,1974,1,2,1,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,5412013,99999999,5412013,5412001,"H05412-04-02",930.822265625
57010401,1,1,0.230000004172325,0.300000011920929,5701001,1,,1,1,1,2007,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,5701001,,5701001,,"H05701-04-01",2792.466796875
57020401,1,1,0.870000004768372,2,5702007,1,,1,1,2,1997,1,1,1,2003,10,1,,90,90,3,2,2,2,2,,,,4,5702007,,2,,,5702007,,"H05702-04-01",2792.466796875
57030401,1,1,2.11999988555908,3,5703001,1,,1,1,2,999,1,1,1,2009,4,1,,70,70,6,2,2,3,2,,,,4,5703001,5703002,2,,,5703001,5703002,"H05703-04-01",2792.466796875
57030401,2,1,,1,5703001,2,1,3,1,2,999,1,1,1,2009,4,1,,80,80,3,2,2,3,2,,,,4,5703001,5703002,2,,,5703001,5703002,"H05703-04-01",2792.466796875
57040401,1,1,,2,5704001,2,2,1,1,2,1989,1,2,2,2005,5,3,,50,50,2,3,2,3,2,,,,4,5704001,5704002,2,,,5704001,5704002,"H05704-04-01",2792.466796875
57040401,2,1,,1,5704001,2,2,1,1,1,2006,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,5704001,5704002,2,,,5704001,5704002,"H05704-04-01",2792.466796875
57060401,1,1,2.32999992370605,3,5706001,1,,2,1,2,2003,1,1,1,2011,2,1,,50,75,6,2,2,3,2,,,,4,5706001,5706002,2,,,5706001,5706002,"H05706-04-01",2792.466796875
57070401,1,1,5.78000020980835,5,5707001,1,,1,1,2,1999,1,2,2,9999,,,,70,70,3,2,2,3,1,2,5,6,4,5707001,5707004,1,,,5707001,5707004,"H05707-04-01",2792.466796875
57090401,1,1,1.23000001907349,1.5,5709001,1,,1,1,1,1972,1,1,1,2003,3,2,,70,70,2,3,2,3,1,2,10,8,4,5709001,5709002,1,,,5709001,5709002,"H05709-04-01",2792.466796875
57100401,1,1,,9,5710002,2,2,1,1,1,1974,1,2,2,2013,4,3,,80,100,1,1,1,3,2,,,,3,,,1,5710001,,5710001,5710002,"H05710-04-01",2792.466796875
57100401,3,1,,1,5710002,2,2,1,1,1,2001,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,3,,,1,5710001,,5710001,5710002,"H05710-04-01",2792.466796875
57100401,4,1,,4,5710002,2,1,2,1,1,1999,1,7,7,2013,6,3,,,,1,1,2,2,2,,,,3,,,2,5710001,5710002,5710001,5710002,"H05710-04-01",2792.466796875
57100401,5,1,,2.5,5710002,2,1,3,1,1,1994,1,96,96,9999,,,,,,1,1,2,2,2,,,,3,,,2,5710001,5710002,5710001,5710002,"H05710-04-01",2792.466796875
57110401,1,1,0.589999973773956,0.25,5711001,1,,1,1,2,999,1,2,2,9999,,,,100,100,3,1,2,2,2,,,,4,5711001,5711003,1,,,5711001,5711003,"H05711-04-01",1396.2333984375
59010401,1,1,,1.5,5901002,2,2,2,1,2,2009,1,1,1,2011,0,3,,100,100,1,2,2,3,2,,,,4,5901001,,1,,,5901001,5901002,"H05901-04-01",2551.701171875
59100401,1,1,,3,5910001,2,1,3,1,1,1978,1,1,1,2011,1,1,,90,90,3,1,2,4,2,,,,1,,,2,5910001,99999999,5910001,99999999,"H05910-04-01",2551.701171875
59100401,2,1,,30,5910001,2,1,3,1,1,1978,1,6,6,9999,,,,,,3,1,2,4,2,,,,1,,,2,5910001,99999999,5910001,99999999,"H05910-04-01",2551.701171875
59100401,3,1,,10,5910001,2,1,3,1,1,1978,1,3,3,9999,,,1000000,,,2,1,2,4,2,,,,1,,,2,5910001,99999999,5910001,99999999,"H05910-04-01",2551.701171875
60010401,1,1,,1,6001002,2,1,4,1,1,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,3,,,2,6001001,99999999,6001001,6001006,"H06001-04-01",2551.70141601563
60050401,1,1,,1,6005002,2,1,4,1,1,2000,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,3,,,2,6005001,6005002,6005001,6005002,"H06005-04-01",2551.70141601563
60060401,1,1,,1.25,6006002,2,1,2,2,2,2001,1,1,1,9999,,,,100,100,3,1,2,3,1,1,6,6,4,6006001,6006002,2,,,6006001,6006002,"H06006-04-01",2551.70141601563
60080401,2,1,,0.25,6008002,2,1,4,1,1,2003,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,3,,,1,6008001,99999999,6008001,99999999,"H06008-04-01",2551.70141601563
60090401,2,1,,2.5,6009001,2,1,3,1,1,1996,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,3,,,2,6009001,99999999,6009001,99999999,"H06009-04-01",2551.70141601563
60090401,3,1,,1.5,6009001,2,1,3,1,1,1996,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,3,,,2,6009001,99999999,6009001,99999999,"H06009-04-01",2551.70141601563
60100401,1,1,0.159999996423721,0.5,6010004,1,,1,1,1,2008,1,1,1,9999,,,,80,80,1,2,2,2,2,,,,3,,,2,6010001,6010002,6010001,6010002,"H06010-04-01",2551.70141601563
61020401,1,1,,17,6102002,2,2,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,6102001,,1,,,6102001,99999999,"H06102-04-01",2551.70141601563
61020401,2,1,,2,6102002,2,2,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,6102001,,2,,,6102001,99999999,"H06102-04-01",2551.70141601563
61030401,1,1,,2,6103001,2,2,1,3,2,999,1,2,1,9999,,,,80,80,3,2,2,2,2,,,,3,,,2,99999999,6103001,99999999,6103001,"H06103-04-01",2551.70141601563
61040401,1,1,1.0900000333786,1,6104001,1,,1,2,1,1990,1,2,2,9999,,,,100,100,3,1,2,3,1,1,6,6,3,,,2,6104001,6104003,6104001,6104003,"H06104-04-01",850.567138671875
61040401,2,1,,4,6104001,2,2,2,1,1,1992,1,2,2,9999,,,,90,90,3,1,3,2,2,,,,3,,,2,6104001,6104003,6104001,6104003,"H06104-04-01",850.567138671875
61050401,1,1,,12,6105002,2,2,3,1,1,2009,1,1,1,9999,,,,70,70,1,1,2,3,2,,,,3,,,1,6105001,6105002,6105001,6105002,"H06105-04-01",1275.85070800781
61050401,2,1,,10,6105002,2,2,1,1,2,999,1,2,2,9999,,,,70,70,1,1,2,3,2,,,,3,,,2,6105001,6105002,6105001,6105002,"H06105-04-01",1275.85070800781
61050402,1,1,,3.5,6105003,2,1,3,1,6,2011,1,1,1,2013,1,3,,100,80,1,1,2,3,2,,,,4,6105003,,1,,,6105003,99999999,"H06105-04-02",1275.85070800781
61070401,1,1,1.12999999523163,0.5,6107002,1,,1,1,1,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,6107001,99999999,6107001,99999999,"H06107-04-01",2551.70141601563
61070401,2,1,,1,6107002,2,1,2,1,1,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,6107001,99999999,6107001,99999999,"H06107-04-01",2551.70141601563
61080401,1,1,,0.5,6108003,2,4,1,1,1,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,6108001,99999999,6108001,99999999,"H06108-04-01",2551.70141601563
61090401,1,1,,12,6109001,2,2,1,2,1,1980,1,2,2,9999,,,,60,60,3,1,2,3,1,1,6,6,3,,,2,6109001,6109002,6109001,6109002,"H06109-04-01",2551.70141601563
61090401,2,1,,0.300000011920929,6109001,2,2,2,1,1,1995,1,5,2,1996,15,3,,,100,3,1,2,2,2,,,,3,,,2,6109001,6109002,6109001,6109002,"H06109-04-01",2551.70141601563
61100401,1,1,,0.5,6110006,2,2,1,1,1,999,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,6110001,99999999,6110001,99999999,"H06110-04-01",2551.70141601563
61100401,2,1,,1,6110006,2,2,1,1,1,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,6110001,99999999,6110001,99999999,"H06110-04-01",2551.70141601563
61100401,3,1,,0.5,6110006,2,2,1,1,1,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,3,,,2,6110001,99999999,6110001,99999999,"H06110-04-01",2551.70141601563
62010401,1,1,,0.25,6201006,2,3,1,1,1,1997,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,3,,,1,6201002,99999999,6201002,6201006,"H06201-04-01",2551.701171875
62070401,1,1,0.589999973773956,0.75,6207001,1,,1,1,2,2006,1,1,1,2005,5,1,,100,100,2,1,2,3,2,,,,4,6207001,,2,,,6207001,6207002,"H06207-04-01",2551.701171875
62070401,2,1,,7,6207001,2,3,2,1,2,2005,1,3,3,2011,6,1,800000,,,2,1,2,3,2,,,,4,6207001,,2,,,6207001,6207002,"H06207-04-01",2551.701171875
62070401,3,1,,70,6207001,2,3,2,1,2,2005,1,6,6,9999,,,,,,2,1,2,3,2,,,,4,6207001,,2,,,6207001,6207002,"H06207-04-01",2551.701171875
62080401,1,1,2.09999990463257,1,6208002,1,,1,1,1,1986,1,1,1,9999,,,,100,100,1,1,2,1,2,,,,2,,,2,6208001,99999999,6208001,6208002,"H06208-04-01",2551.701171875
62080401,2,1,,1,6208002,2,2,1,1,1,1986,1,1,1,9999,,,,100,100,1,1,2,1,2,,,,2,,,2,6208001,99999999,6208001,6208002,"H06208-04-01",2551.701171875
63030401,1,1,3.5,3,6303003,1,,1,1,1,1972,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,6303002,6303003,2,,,6303002,6303003,"H06303-04-01",850.567138671875
63050401,1,1,2.34999990463257,2,6305001,1,,1,1,1,1987,1,1,1,9999,,,,100,100,2,2,2,4,2,,,,4,6305001,6305005,2,,,6305001,6305005,"H06305-04-01",2551.70141601563
63060401,1,1,,1,6306004,2,2,1,1,2,2005,1,1,1,9999,,,,100,100,1,2,2,3,1,6,8,,4,6306001,,2,,,6306001,6306004,"H06306-04-01",2551.70141601563
63070401,1,1,2.33999991416931,1.5,6307001,1,,1,1,1,1998,1,1,1,2013,20,3,,80,100,1,2,2,2,2,,,,3,,,1,6307007,99999999,6307007,6307001,"H06307-04-01",2551.70141601563
63100401,1,1,3.21000003814697,4,6310002,1,,2,1,1,1975,1,1,1,9999,,,,70,70,1,1,2,1,2,,,,3,,,1,6310001,99999999,6310001,6310002,"H06310-04-01",850.567138671875
63100401,2,1,2.33999991416931,2.5,6310002,1,,2,1,1,1975,1,1,1,9999,,,,90,90,1,1,2,1,2,,,,3,,,1,6310001,99999999,6310001,6310002,"H06310-04-01",850.567138671875
63100401,3,1,,2,6310002,2,2,3,1,1,1985,1,1,1,9999,,,,50,50,1,1,2,1,2,,,,3,,,1,6310001,99999999,6310001,6310002,"H06310-04-01",850.567138671875
63100401,4,1,,3,6310002,2,2,3,1,1,1999,1,1,1,9999,,,,100,100,1,2,2,1,2,,,,3,,,1,6310001,99999999,6310001,6310002,"H06310-04-01",850.567138671875
63100402,1,1,,3,6310016,2,4,3,1,2,2006,1,1,96,9999,,,,80,,2,1,2,1,2,,,,3,,,1,6310016,99999999,6310016,99999999,"H06310-04-02",850.567138671875
63100402,2,1,,0.25,6310016,2,2,1,1,2,2008,1,1,96,9999,,,,100,,1,1,2,1,2,,,,3,,,2,6310016,99999999,6310016,6310018,"H06310-04-02",850.567138671875
64010401,1,1,,0.300000011920929,6401001,2,2,1,1,2,1998,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,6401001,99999999,2,,,6401001,99999999,"H06401-04-01",2551.70141601563
64010401,2,1,,0.300000011920929,6401001,2,2,1,1,2,2004,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,6401001,99999999,2,,,6401001,99999999,"H06401-04-01",2551.70141601563
64020401,1,1,3.65000009536743,4,6402002,1,,1,1,2,999,1,1,1,9999,,,,50,50,1,3,2,3,1,6,8,,4,6402001,6402002,1,,,6402001,6402002,"H06402-04-01",2551.70141601563
64030401,1,1,2.67000007629395,3.5,6403001,1,,1,1,1,1980,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,1,,,2,6403001,,6403001,,"H06403-04-01",2551.70141601563
64030401,2,1,1.35000002384186,1.5,6403001,1,,1,1,1,1980,1,3,3,9999,,,150000,,,3,1,2,2,2,,,,1,,,2,6403001,,6403001,,"H06403-04-01",2551.70141601563
64040401,1,1,1.41999995708466,1,6404001,1,,1,1,2,2009,1,2,2,9999,,,,100,100,3,1,2,3,1,2,8,,1,,,1,6404001,,6404001,6404005,"H06404-04-01",2551.70141601563
64050401,1,1,,10,6405001,2,3,1,1,1,1967,2,2,2,2000,4,3,,50,50,2,1,2,4,2,,,,4,6405001,6405002,1,,,6405001,6405002,"H06405-04-01",2551.70141601563
64060401,1,1,2.17000007629395,2.25,6406001,1,,1,1,1,2009,1,1,2,9999,,,,100,100,3,1,2,3,2,,,,3,,,2,6406001,,6406001,6406006,"H06406-04-01",2551.70141601563
64080401,1,1,,2,6408001,2,2,1,1,5,999,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,6408001,6408002,2,,,6408001,6408002,"H06408-04-01",2551.70141601563
64080401,2,1,,4,6408001,2,1,4,1,2,999,1,1,1,2011,1,1,,80,80,3,1,2,4,2,,,,4,6408001,6408002,2,,,6408001,6408002,"H06408-04-01",2551.70141601563
64090401,1,1,4.07999992370605,6,6409002,1,,1,1,2,2002,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,3,,,2,6409001,6409002,6409001,6409002,"H06409-04-01",2551.70141601563
64090401,2,1,,0.5,6409002,2,3,1,1,2,2002,1,7,7,9999,,,,,,3,1,2,3,2,,,,3,,,2,6409001,6409002,6409001,6409002,"H06409-04-01",2551.70141601563
64100401,1,1,,6,6410002,2,4,1,1,1,1986,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,3,,,2,6410001,,6410001,6410002,"H06410-04-01",2551.70141601563
64110401,1,1,8.63000011444092,10,6411001,1,,1,1,2,1984,1,1,1,9999,,,,60,60,3,1,2,3,2,,,,4,6411001,6411002,2,,,6411001,6411002,"H06411-04-01",2551.70141601563
64110401,2,1,,2,6411001,2,3,1,1,2,1984,2,3,3,9999,,,200000,,,3,1,2,3,2,,,,4,6411001,6411002,2,,,6411001,6411002,"H06411-04-01",2551.70141601563
66020401,1,1,,1,6602001,2,2,2,1,1,2011,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,6602001,6602004,2,,,6602001,6602004,"H06602-04-01",2551.70141601563
66030401,1,1,,3,6603001,2,2,2,1,2,2000,1,1,1,9999,,,,100,100,1,2,2,3,1,6,8,,4,6603001,,1,,,6603001,99999999,"H06603-04-01",2551.70141601563
66040401,1,1,0.479999989271164,0.5,6604001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,2,2,,,,4,6604003,6604001,2,,,6604003,6604001,"H06604-04-01",2551.70141601563
66040401,2,1,0.779999971389771,1.25,6604001,1,,2,1,1,2009,1,1,1,9999,,,,80,100,3,2,2,3,2,,,,3,,,2,6604001,99999999,6604001,6604003,"H06604-04-01",2551.70141601563
66050401,1,1,8.89999961853027,9,6605010,1,,1,3,1,1945,1,1,1,2010,4,3,,40,40,2,3,2,3,2,,,,4,6605001,6605010,2,,,6605001,6605010,"H06605-04-01",2551.70141601563
66060401,1,1,2.30999994277954,2,6606002,1,,3,1,2,2005,1,1,1,2013,4,3,,90,90,1,1,2,2,2,,,,4,6606001,6606002,2,,,6606001,6606002,"H06606-04-01",2551.70141601563
66080401,1,1,,10,6608002,2,1,3,1,1,2001,1,1,1,2011,2,1,,70,100,1,1,2,3,2,,,,3,,,2,6608001,99999999,6608001,6608002,"H06608-04-01",2551.70141601563
66090401,1,1,3.20000004768372,3,6609002,1,,1,1,1,2000,1,1,1,9999,,,,100,100,1,1,2,3,1,6,6,6,3,,,2,6609001,6609002,6609001,6609002,"H06609-04-01",2551.70141601563
66090401,2,1,,1,6609002,2,1,2,1,2,2000,1,2,2,9999,,,,100,100,1,1,2,3,1,6,6,6,3,,,2,6609001,6609002,6609001,6609002,"H06609-04-01",2551.70141601563
67010401,1,1,0.150000005960464,0.200000002980232,6701001,1,,1,1,1,999,1,2,2,9999,,,,100,100,3,2,2,2,2,,,,3,,,2,6701001,99999999,6701001,99999999,"H06701-04-01",2551.701171875
67020401,1,1,,8,6702001,2,4,2,2,1,2004,1,1,1,9999,,,,90,90,1,1,3,3,2,,,,3,,,1,6702001,99999999,6702001,6702008,"H06702-04-01",2551.701171875
67020401,2,1,,4,6702001,2,4,2,1,1,2004,1,5,5,2012,1,1,,,,1,3,2,2,2,,,,3,,,2,6702001,99999999,6702001,6702008,"H06702-04-01",2551.701171875
67030401,1,1,0.819999992847443,1,6703001,1,,1,1,1,1990,1,1,1,2013,0,3,,70,100,1,1,2,3,2,,,,1,,,1,6703001,99999999,6703001,99999999,"H06703-04-01",2551.701171875
67030401,2,1,0.720000028610229,0.5,6703001,1,,2,1,2,2009,1,5,1,2011,2,3,,,100,1,1,2,3,2,,,,4,6703002,6703001,2,,,6703002,6703001,"H06703-04-01",2551.701171875
67030401,3,1,,5,6703001,2,1,3,1,2,1984,1,1,1,2012,1,3,,80,100,1,1,2,2,2,,,,4,6703001,,2,,,6703001,99999999,"H06703-04-01",2551.701171875
67030401,4,1,,0.25,6703001,2,1,4,1,2,2003,1,5,1,2012,3,3,,,100,1,1,2,3,2,,,,4,6703001,,2,,,6703001,99999999,"H06703-04-01",2551.701171875
